horizon,subset,cutoff,m1m2,n_features,model,kind,RMSE,MAE,DirAcc,N,train_RMSE,gap_pct
1,xgb_top,0.02,m1,13,Ridge,base,0.443249805644272,0.3134366424021353,0.6639344262295082,123,0.3445521747382728,0.2864519168424099
1,xgb_top,0.02,m1,13,Ridge_a1.0,base,0.443249805644272,0.3134366424021353,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Lasso_a0.01,base,0.4659147432883347,0.3308316291691869,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Lasso,base,0.5024662945850278,0.35498670387085507,0.6147540983606558,123,0.38208477395478274,0.3150649511212698
1,xgb_top,0.02,m1,13,Lasso_a0.05,base,0.5024662945850278,0.35498670387085507,0.6147540983606558,123,,
1,xgb_top,0.02,m1,13,ENet_a0.05_l0.5,base,0.5936010846750844,0.4129628390143749,0.6147540983606558,123,,
1,xgb_top,0.02,m1,13,Lasso_a0.2,base,0.6149510564534514,0.3861919478822775,0.6147540983606558,123,,
1,xgb_top,0.02,m1,13,Ridge_a10.0,base,0.6373170342154305,0.4388773988676649,0.6311475409836066,123,,
1,xgb_top,0.02,m1,13,ENet_a0.1_l0.5,base,0.6471744541254308,0.4375338597257996,0.6311475409836066,123,,
1,xgb_top,0.02,m1,13,MLP,base,0.7554636642851404,0.5040141954074496,0.6147540983606558,123,0.21157459375119228,2.5706728813269115
1,xgb_top,0.02,m1,13,RandomForest,base,0.9320151823466261,0.54756747703446,0.5983606557377049,123,,
1,xgb_top,0.02,m1,13,GradientBoosting,base,1.0318060859515972,0.59789893561416,0.5655737704918032,123,,
1,xgb_top,0.02,m1,13,XGBoost,base,1.0686022731916742,0.6503574141970824,0.5327868852459017,123,0.021191765819932717,49.42535304852038
1,xgb_top,0.02,m1,13,LightGBM,base,1.1084713589514241,0.6450767586345727,0.639344262295082,123,,
1,xgb_top,0.02,m1,13,base_Naive,baseline,1.6770128277130518,1.0724099745924471,0.39344262295081966,123,,
1,xgb_top,0.02,m1,13,base_RollMean6,baseline,1.904347651061076,1.2337170581275627,0.5163934426229508,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Ridge_a0.1),ensemble_avg,0.4135773887640818,0.30027136429034457,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Ridge_a0.1),ensemble_wavg,0.4150553688701624,0.30088642098868035,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Ridge),ensemble_avg,0.4254306863107301,0.3046873757220998,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Ridge),ensemble_wavg,0.41226405402968513,0.2998514076417501,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Ridge_a1.0),ensemble_avg,0.4254306863107301,0.3046873757220998,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Ridge_a1.0),ensemble_wavg,0.41226405402968513,0.2998514076417501,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Lasso_a0.01),ensemble_avg,0.4287242213994042,0.30574313666908065,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Lasso_a0.01),ensemble_wavg,0.4519621171803721,0.32075707068937553,0.6311475409836066,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge_a0.1+Ridge),ensemble_avg,0.42758277478136236,0.30590850123695235,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge_a0.1+Ridge),ensemble_wavg,0.41505536887197486,0.3008864209892562,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge_a0.1+Ridge_a1.0),ensemble_avg,0.42758277478136236,0.30590850123695235,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge_a0.1+Ridge_a1.0),ensemble_wavg,0.41505536887197486,0.3008864209892562,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge_a0.1+Lasso_a0.01),ensemble_avg,0.4315083397915344,0.3073067748791753,0.6557377049180327,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge_a0.1+Lasso_a0.01),ensemble_wavg,0.4532034015743146,0.3215282710873242,0.639344262295082,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge+Ridge_a1.0),ensemble_avg,0.443249805644272,0.3134366424021353,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge+Ridge_a1.0),ensemble_wavg,0.4432498056442719,0.3134366424021352,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge+Lasso_a0.01),ensemble_avg,0.4505261735203419,0.31804696472045124,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge+Lasso_a0.01),ensemble_wavg,0.46591474328553034,0.330831629166718,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge_a1.0+Lasso_a0.01),ensemble_avg,0.4505261735203419,0.31804696472045124,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge_a1.0+Lasso_a0.01),ensemble_wavg,0.46591474328553034,0.330831629166718,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Ridge_a0.1+Ridge),ensemble_avg,0.42173651844227883,0.30311092508840254,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Ridge_a0.1+Ridge),ensemble_wavg,0.4150553586686354,0.3008864125995692,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Ridge_a0.1+Ridge_a1.0),ensemble_avg,0.42173651844227883,0.30311092508840254,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Ridge_a0.1+Ridge_a1.0),ensemble_wavg,0.4150553586686354,0.3008864125995692,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Ridge_a0.1+Lasso_a0.01),ensemble_avg,0.4222810398826139,0.302043626976404,0.6557377049180327,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Ridge_a0.1+Lasso_a0.01),ensemble_wavg,0.451968125784627,0.3207613615783338,0.6311475409836066,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Ridge+Ridge_a1.0),ensemble_avg,0.4308788539462385,0.30741385067207944,0.6557377049180327,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Ridge+Ridge_a1.0),ensemble_wavg,0.41226416355065904,0.2998514272243399,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Ridge+Lasso_a0.01),ensemble_avg,0.4330216380433964,0.3081164976201212,0.6557377049180327,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Ridge+Lasso_a0.01),ensemble_wavg,0.45194346604472013,0.32074374883271484,0.6311475409836066,123,,
1,xgb_top,0.02,m1,13,Avg(Linear+Ridge_a1.0+Lasso_a0.01),ensemble_avg,0.4330216380433964,0.3081164976201212,0.6557377049180327,123,,
1,xgb_top,0.02,m1,13,Wavg(Linear+Ridge_a1.0+Lasso_a0.01),ensemble_wavg,0.45194346604472013,0.32074374883271484,0.6311475409836066,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge_a0.1+Ridge+Ridge_a1.0),ensemble_avg,0.43247171461740563,0.3082712118088114,0.6557377049180327,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge_a0.1+Ridge+Ridge_a1.0),ensemble_wavg,0.41505548022068783,0.30088645500256744,0.6721311475409836,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge_a0.1+Ridge+Lasso_a0.01),ensemble_avg,0.43489249515250855,0.30915116388288055,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge_a0.1+Ridge+Lasso_a0.01),ensemble_wavg,0.4532127031372967,0.32153532743836766,0.639344262295082,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge_a0.1+Ridge_a1.0+Lasso_a0.01),ensemble_avg,0.43489249515250855,0.30915116388288055,0.6639344262295082,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge_a0.1+Ridge_a1.0+Lasso_a0.01),ensemble_wavg,0.4532127031372967,0.32153532743836766,0.639344262295082,123,,
1,xgb_top,0.02,m1,13,Avg(Ridge+Ridge_a1.0+Lasso_a0.01),ensemble_avg,0.447170722631498,0.3158672022229337,0.680327868852459,123,,
1,xgb_top,0.02,m1,13,Wavg(Ridge+Ridge_a1.0+Lasso_a0.01),ensemble_wavg,0.46591454624677797,0.33083145568685096,0.6639344262295082,123,,
1,xgb_top,0.01,m2,16,base_AR1,baseline,0.4077639644689346,0.2944354885826149,0.5737704918032787,123,,
1,xgb_top,0.01,m2,16,Linear,base,0.41953708653373856,0.3066106397116879,0.6639344262295082,123,0.3334379897255278,0.25821621849113213
1,xgb_top,0.01,m2,16,Ridge_a0.1,base,0.4243121852824182,0.3071603404471194,0.6557377049180327,123,,
1,xgb_top,0.01,m2,16,Lasso_a0.01,base,0.4457994740662438,0.3100259679131313,0.6147540983606558,123,,
1,xgb_top,0.01,m2,16,Ridge_a1.0,base,0.4556782252020454,0.31468659756759826,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Ridge,base,0.4556782252020454,0.31468659756759826,0.6885245901639344,123,0.3396690002447593,0.34153609800627055
1,xgb_top,0.01,m2,16,Lasso,base,0.4997936797650283,0.34109549245135184,0.6229508196721312,123,0.3879704123878911,0.28822627655775157
1,xgb_top,0.01,m2,16,Lasso_a0.05,base,0.4997936797650283,0.34109549245135184,0.6229508196721312,123,,
1,xgb_top,0.01,m2,16,ENet_a0.05_l0.5,base,0.561296600230215,0.3826245459306269,0.5901639344262295,123,,
1,xgb_top,0.01,m2,16,Ridge_a10.0,base,0.5872945199370012,0.41011666501683125,0.5573770491803278,123,,
1,xgb_top,0.01,m2,16,Lasso_a0.2,base,0.6148666834058476,0.38616449478666426,0.6147540983606558,123,,
1,xgb_top,0.01,m2,16,ENet_a0.1_l0.5,base,0.6254670515501247,0.4074449878185879,0.6475409836065574,123,,
1,xgb_top,0.01,m2,16,MLP,base,0.8489809336602987,0.6557903963498906,0.5,123,0.19681972626126606,3.313495144959854
1,xgb_top,0.01,m2,16,RandomForest,base,0.9227557686919377,0.56162917251925,0.5573770491803278,123,,
1,xgb_top,0.01,m2,16,GradientBoosting,base,0.9635600329010618,0.5567681570929692,0.5737704918032787,123,,
1,xgb_top,0.01,m2,16,XGBoost,base,0.9974058700880528,0.6101205407664521,0.5245901639344263,123,0.014971524572780361,65.62019390472967
1,xgb_top,0.01,m2,16,LightGBM,base,1.029005514364456,0.6073920909123709,0.6065573770491803,123,,
1,xgb_top,0.01,m2,16,base_Naive,baseline,1.6770128277130518,1.0724099745924471,0.39344262295081966,123,,
1,xgb_top,0.01,m2,16,base_RollMean6,baseline,1.904347651061076,1.2337170581275627,0.5163934426229508,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Ridge_a0.1),ensemble_avg,0.42174058515262175,0.3067295647356767,0.6557377049180327,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Ridge_a0.1),ensemble_wavg,0.42431218528201625,0.3071603404470564,0.6557377049180327,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Lasso_a0.01),ensemble_avg,0.41842944815453864,0.2996524534600897,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Lasso_a0.01),ensemble_wavg,0.4344414934516847,0.3035044368087656,0.6229508196721312,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Ridge_a1.0),ensemble_avg,0.4338312068368664,0.309900243395689,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Ridge_a1.0),ensemble_wavg,0.4556782251983535,0.3146865975667778,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Ridge),ensemble_avg,0.4338312068368664,0.309900243395689,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Ridge),ensemble_wavg,0.4556782251983535,0.3146865975667778,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Avg(Ridge_a0.1+Lasso_a0.01),ensemble_avg,0.4227043507315616,0.3005946957318702,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Ridge_a0.1+Lasso_a0.01),ensemble_wavg,0.43642035130140916,0.3042723726872458,0.639344262295082,123,,
1,xgb_top,0.01,m2,16,Avg(Ridge_a0.1+Ridge_a1.0),ensemble_avg,0.4376230892898229,0.3103832802100593,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Ridge_a0.1+Ridge_a1.0),ensemble_wavg,0.45567822519908924,0.31468659756687145,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Avg(Ridge_a0.1+Ridge),ensemble_avg,0.4376230892898229,0.3103832802100593,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Ridge_a0.1+Ridge),ensemble_wavg,0.45567822519908924,0.31468659756687145,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Avg(Lasso_a0.01+Ridge_a1.0),ensemble_avg,0.4444483258654162,0.3092635525329069,0.6475409836065574,123,,
1,xgb_top,0.01,m2,16,Wavg(Lasso_a0.01+Ridge_a1.0),ensemble_wavg,0.44579947406512094,0.3100259679120645,0.6147540983606558,123,,
1,xgb_top,0.01,m2,16,Avg(Lasso_a0.01+Ridge),ensemble_avg,0.4444483258654162,0.3092635525329069,0.6475409836065574,123,,
1,xgb_top,0.01,m2,16,Wavg(Lasso_a0.01+Ridge),ensemble_wavg,0.44579947406512094,0.3100259679120645,0.6147540983606558,123,,
1,xgb_top,0.01,m2,16,Avg(Ridge_a1.0+Ridge),ensemble_avg,0.4556782252020454,0.31468659756759826,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Ridge_a1.0+Ridge),ensemble_wavg,0.4556782252020454,0.31468659756759826,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Ridge_a0.1+Lasso_a0.01),ensemble_avg,0.41789416534527496,0.30050542938682107,0.6967213114754098,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Ridge_a0.1+Lasso_a0.01),ensemble_wavg,0.4344457991985652,0.30350604713311596,0.6229508196721312,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Ridge_a0.1+Ridge_a1.0),ensemble_avg,0.43033056794880364,0.3089045778006931,0.6639344262295082,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Ridge_a0.1+Ridge_a1.0),ensemble_wavg,0.4556758478684841,0.3146860373928512,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Ridge_a0.1+Ridge),ensemble_avg,0.43033056794880364,0.3089045778006931,0.6639344262295082,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Ridge_a0.1+Ridge),ensemble_wavg,0.4556758478684841,0.3146860373928512,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Lasso_a0.01+Ridge_a1.0),ensemble_avg,0.4295885565041426,0.3041651376828467,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Lasso_a0.01+Ridge_a1.0),ensemble_wavg,0.43443928409137034,0.30350361290404226,0.6229508196721312,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Lasso_a0.01+Ridge),ensemble_avg,0.4295885565041426,0.3041651376828467,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Lasso_a0.01+Ridge),ensemble_wavg,0.43443928409137034,0.30350361290404226,0.6229508196721312,123,,
1,xgb_top,0.01,m2,16,Avg(Linear+Ridge_a1.0+Ridge),ensemble_avg,0.4403218584265138,0.3112902543905483,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Linear+Ridge_a1.0+Ridge),ensemble_wavg,0.4556773055806254,0.3146863932038836,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Avg(Ridge_a0.1+Lasso_a0.01+Ridge_a1.0),ensemble_avg,0.4326261353005689,0.30483295179759584,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Ridge_a0.1+Lasso_a0.01+Ridge_a1.0),ensemble_wavg,0.4364230291014883,0.3042737162525484,0.639344262295082,123,,
1,xgb_top,0.01,m2,16,Avg(Ridge_a0.1+Lasso_a0.01+Ridge),ensemble_avg,0.4326261353005689,0.30483295179759584,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Wavg(Ridge_a0.1+Lasso_a0.01+Ridge),ensemble_wavg,0.4364230291014883,0.3042737162525484,0.639344262295082,123,,
1,xgb_top,0.01,m2,16,Avg(Ridge_a0.1+Ridge_a1.0+Ridge),ensemble_avg,0.44313983314825595,0.31166244706344315,0.7131147540983607,123,,
1,xgb_top,0.01,m2,16,Wavg(Ridge_a0.1+Ridge_a1.0+Ridge),ensemble_wavg,0.45567748886785325,0.3146864165370513,0.6885245901639344,123,,
1,xgb_top,0.01,m2,16,Avg(Lasso_a0.01+Ridge_a1.0+Ridge),ensemble_avg,0.4468187096556925,0.3101533653668746,0.6639344262295082,123,,
1,xgb_top,0.01,m2,16,Wavg(Lasso_a0.01+Ridge_a1.0+Ridge),ensemble_wavg,0.4457993951733512,0.31002589295052185,0.6147540983606558,123,,
1,xgb_top,0.02,m2,9,Ridge_a0.1,base,0.3586510123715046,0.2556304626148713,0.680327868852459,123,,
1,xgb_top,0.02,m2,9,Linear,base,0.3592590830866515,0.25533439065191205,0.680327868852459,123,0.3661631703893092,-0.01885522046173341
1,xgb_top,0.02,m2,9,Ridge_a1.0,base,0.36104404063512113,0.26374692441454173,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Ridge,base,0.36104404063512113,0.26374692441454173,0.6557377049180327,123,0.3695652435035432,-0.023057370838338496
1,xgb_top,0.02,m2,9,Lasso_a0.01,base,0.37705551898711254,0.27838234237705,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,base_AR1,baseline,0.4077639644689346,0.2944354885826149,0.5737704918032787,123,,
1,xgb_top,0.02,m2,9,Lasso,base,0.47570904594846186,0.3358372054368934,0.6147540983606558,123,0.4027747710518991,0.1810795514974419
1,xgb_top,0.02,m2,9,Lasso_a0.05,base,0.47570904594846186,0.3358372054368934,0.6147540983606558,123,,
1,xgb_top,0.02,m2,9,Ridge_a10.0,base,0.4798635554781045,0.3471007195714915,0.5819672131147541,123,,
1,xgb_top,0.02,m2,9,ENet_a0.05_l0.5,base,0.5027877912320049,0.3569356178983079,0.5737704918032787,123,,
1,xgb_top,0.02,m2,9,ENet_a0.1_l0.5,base,0.5724748151899245,0.38466655471025896,0.5819672131147541,123,,
1,xgb_top,0.02,m2,9,Lasso_a0.2,base,0.6148666834058476,0.38616449478666426,0.6147540983606558,123,,
1,xgb_top,0.02,m2,9,MLP,base,0.7535753318819943,0.5453257775920521,0.5491803278688525,123,0.21496751855864515,2.505531146913304
1,xgb_top,0.02,m2,9,RandomForest,base,0.8768753946833628,0.5203079489356899,0.6147540983606558,123,,
1,xgb_top,0.02,m2,9,XGBoost,base,0.8912748524121792,0.5204689780676612,0.6065573770491803,123,0.022945642752168365,37.84288019467024
1,xgb_top,0.02,m2,9,GradientBoosting,base,0.9481807959576953,0.5132519220050473,0.6229508196721312,123,,
1,xgb_top,0.02,m2,9,LightGBM,base,0.9563066690302608,0.5944492838309907,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,base_Naive,baseline,1.6770128277130518,1.0724099745924471,0.39344262295081966,123,,
1,xgb_top,0.02,m2,9,base_RollMean6,baseline,1.904347651061076,1.2337170581275627,0.5163934426229508,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Linear),ensemble_avg,0.3589318998905185,0.2554611709416068,0.680327868852459,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Linear),ensemble_wavg,0.35865101237154223,0.25563046261484357,0.680327868852459,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Ridge_a1.0),ensemble_avg,0.3586225701795692,0.2590740673661717,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Ridge_a1.0),ensemble_wavg,0.3610440406345907,0.2637469244138409,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Ridge),ensemble_avg,0.3586225701795692,0.2590740673661717,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Ridge),ensemble_wavg,0.3610440406345907,0.2637469244138409,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Lasso_a0.01),ensemble_avg,0.3542200565077648,0.2602009352470242,0.639344262295082,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Lasso_a0.01),ensemble_wavg,0.37439241538119217,0.2764699337195969,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,Avg(Linear+Ridge_a1.0),ensemble_avg,0.35856712074462094,0.2585484941190537,0.6639344262295082,123,,
1,xgb_top,0.02,m2,9,Wavg(Linear+Ridge_a1.0),ensemble_wavg,0.3610440406345305,0.26374692441375075,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Avg(Linear+Ridge),ensemble_avg,0.35856712074462094,0.2585484941190537,0.6639344262295082,123,,
1,xgb_top,0.02,m2,9,Wavg(Linear+Ridge),ensemble_wavg,0.3610440406345305,0.26374692441375075,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Avg(Linear+Lasso_a0.01),ensemble_avg,0.3535752289726006,0.2594921388657657,0.6475409836065574,123,,
1,xgb_top,0.02,m2,9,Wavg(Linear+Lasso_a0.01),ensemble_wavg,0.37449046877479464,0.2765483459290448,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a1.0+Ridge),ensemble_avg,0.36104404063512113,0.26374692441454173,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a1.0+Ridge),ensemble_wavg,0.36104404063512113,0.26374692441454173,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a1.0+Lasso_a0.01),ensemble_avg,0.3611212560339872,0.266126450488221,0.6311475409836066,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a1.0+Lasso_a0.01),ensemble_wavg,0.3762401145777705,0.27778958892293126,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge+Lasso_a0.01),ensemble_avg,0.3611212560339872,0.266126450488221,0.6311475409836066,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge+Lasso_a0.01),ensemble_wavg,0.3762401145777705,0.27778958892293126,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Linear+Ridge_a1.0),ensemble_avg,0.35839148520200914,0.25743714928532924,0.6639344262295082,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Linear+Ridge_a1.0),ensemble_wavg,0.3610437906669481,0.2637465920689657,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Linear+Ridge),ensemble_avg,0.35839148520200914,0.25743714928532924,0.6639344262295082,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Linear+Ridge),ensemble_wavg,0.3610437906669481,0.2637465920689657,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Linear+Lasso_a0.01),ensemble_avg,0.35235857637160617,0.2561807758965613,0.6475409836065574,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Linear+Lasso_a0.01),ensemble_wavg,0.37439126997200733,0.2764690890900763,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Ridge_a1.0+Ridge),ensemble_avg,0.35915892994277704,0.2605878599071313,0.6639344262295082,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Ridge_a1.0+Ridge),ensemble_wavg,0.36104390850111007,0.2637467498358528,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Ridge_a1.0+Lasso_a0.01),ensemble_avg,0.35540399844318543,0.2600025104239071,0.6475409836065574,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Ridge_a1.0+Lasso_a0.01),ensemble_wavg,0.37442835330902496,0.27649641996307844,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a0.1+Ridge+Lasso_a0.01),ensemble_avg,0.35540399844318543,0.2600025104239071,0.6475409836065574,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a0.1+Ridge+Lasso_a0.01),ensemble_wavg,0.37442835330902496,0.27649641996307844,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,Avg(Linear+Ridge_a1.0+Ridge),ensemble_avg,0.35904217493039087,0.2601957069954339,0.6639344262295082,123,,
1,xgb_top,0.02,m2,9,Wavg(Linear+Ridge_a1.0+Ridge),ensemble_wavg,0.3610438935061285,0.26374672740513094,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Avg(Linear+Ridge_a1.0+Lasso_a0.01),ensemble_avg,0.3550253174492831,0.25956355479955145,0.6475409836065574,123,,
1,xgb_top,0.02,m2,9,Wavg(Linear+Ridge_a1.0+Lasso_a0.01),ensemble_wavg,0.3745226954884832,0.2765719531878999,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,Avg(Linear+Ridge+Lasso_a0.01),ensemble_avg,0.3550253174492831,0.25956355479955145,0.6475409836065574,123,,
1,xgb_top,0.02,m2,9,Wavg(Linear+Ridge+Lasso_a0.01),ensemble_wavg,0.3745226954884832,0.2765719531878999,0.6065573770491803,123,,
1,xgb_top,0.02,m2,9,Avg(Ridge_a1.0+Ridge+Lasso_a0.01),ensemble_avg,0.3592899210996517,0.2638529532058444,0.6557377049180327,123,,
1,xgb_top,0.02,m2,9,Wavg(Ridge_a1.0+Ridge+Lasso_a0.01),ensemble_wavg,0.37624004188287685,0.27778953550122437,0.6065573770491803,123,,
1,xgb_top,0.01,both,17,base_AR1,baseline,0.4077639644689346,0.2944354885826149,0.5737704918032787,123,,
1,xgb_top,0.01,both,17,Linear,base,0.4215750050044702,0.3096657083323539,0.6639344262295082,123,0.3327753809413658,0.26684553350042056
1,xgb_top,0.01,both,17,Ridge_a0.1,base,0.42745393806044324,0.31095024316187514,0.6721311475409836,123,,
1,xgb_top,0.01,both,17,Lasso_a0.01,base,0.44028017478860554,0.3033642460016382,0.6557377049180327,123,,
1,xgb_top,0.01,both,17,Ridge_a1.0,base,0.4562277653789035,0.31890155697643363,0.6967213114754098,123,,
1,xgb_top,0.01,both,17,Ridge,base,0.4562277653789035,0.31890155697643363,0.6967213114754098,123,0.3388410193343224,0.34643605510099046
1,xgb_top,0.01,both,17,Lasso,base,0.4994196621632051,0.3406834713491354,0.6229508196721312,123,0.38797397158377644,0.28725043106497117
1,xgb_top,0.01,both,17,Lasso_a0.05,base,0.4994196621632051,0.3406834713491354,0.6229508196721312,123,,
1,xgb_top,0.01,both,17,ENet_a0.05_l0.5,base,0.5666238356224319,0.375882234883706,0.6065573770491803,123,,
1,xgb_top,0.01,both,17,MLP,base,0.6125302457436684,0.44094681325308427,0.5491803278688525,123,0.6645199831150485,-0.07823652966411851
1,xgb_top,0.01,both,17,Lasso_a0.2,base,0.6149513202091701,0.38619238071945305,0.6147540983606558,123,,
1,xgb_top,0.01,both,17,Ridge_a10.0,base,0.6174995915813409,0.4117765171126943,0.5901639344262295,123,,
1,xgb_top,0.01,both,17,ENet_a0.1_l0.5,base,0.6245162452519872,0.4000930498983592,0.6311475409836066,123,,
1,xgb_top,0.01,both,17,RandomForest,base,0.8988588544812022,0.5361671942726778,0.5983606557377049,123,,
1,xgb_top,0.01,both,17,GradientBoosting,base,0.9848422696269468,0.5669930330318534,0.5901639344262295,123,,
