horizon,subset,cutoff,m1m2,n_features,model,kind,RMSE,MAE,DirAcc,N,train_RMSE,gap_pct
1,all,0.01,none,131,base_AR1,baseline,0.4077639644689346,0.2944354885826149,0.5737704918032787,123,,
1,all,0.01,none,131,Lasso,base,0.43390762021665324,0.2986867864271926,0.6721311475409836,123,0.35830881527942937,0.2109878454379295
1,all,0.01,none,131,Lasso_a0.05,base,0.43390762021665324,0.2986867864271926,0.6721311475409836,123,,
1,all,0.01,none,131,Lasso_a0.01,base,0.4760120004890768,0.3496426649780404,0.6639344262295082,123,,
1,all,0.01,none,131,ENet_a0.1_l0.5,base,0.49845425774239943,0.3398536571126898,0.6557377049180327,123,,
1,all,0.01,none,131,ENet_a0.05_l0.5,base,0.4985582535065109,0.3612323315385571,0.6639344262295082,123,,
1,all,0.01,none,131,Lasso_a0.2,base,0.6099869791863489,0.38292783732425506,0.6311475409836066,123,,
1,all,0.01,none,131,Ridge_a10.0,base,0.6754614968643687,0.5049546324483168,0.6229508196721312,123,,
1,all,0.01,none,131,Ridge_a1.0,base,0.886995915896423,0.6218378434014397,0.6147540983606558,123,,
1,all,0.01,none,131,Ridge,base,0.886995915896423,0.6218378434014397,0.6147540983606558,123,0.2005380023962086,3.4230814374223204
1,all,0.01,none,131,LightGBM,base,0.9500469758003495,0.5828086155613967,0.639344262295082,123,,
1,all,0.01,none,131,RandomForest,base,0.9696329292414354,0.5801706650994373,0.5819672131147541,123,,
1,all,0.01,none,131,XGBoost,base,1.007269345998829,0.6094221963370862,0.5983606557377049,123,0.002399291292568402,418.8195313419254
1,all,0.01,none,131,GradientBoosting,base,1.0821472454137937,0.6362284371745233,0.5573770491803278,123,,
1,all,0.01,none,131,Ridge_a0.1,base,1.1884070268582967,0.8103608611539931,0.639344262295082,123,,
1,all,0.01,none,131,MLP,base,1.343686151322551,0.7717984812618187,0.5983606557377049,123,0.30542272872772747,3.399430772293294
1,all,0.01,none,131,Linear,base,1.4063166122395663,0.9630409361746995,0.6065573770491803,123,0.14729150855991568,8.547845805839517
1,all,0.01,none,131,base_Naive,baseline,1.6770128277130518,1.0724099745924471,0.39344262295081966,123,,
1,all,0.01,none,131,base_RollMean6,baseline,1.904347651061076,1.2337170581275627,0.5163934426229508,123,,
1,all,0.01,none,131,Avg(Lasso+Lasso_a0.05),ensemble_avg,0.43390762021665324,0.2986867864271926,0.6721311475409836,123,,
1,all,0.01,none,131,Wavg(Lasso+Lasso_a0.05),ensemble_wavg,0.43390762021665347,0.29868678642719265,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso+Lasso_a0.01),ensemble_avg,0.4362305442847532,0.3153592792690447,0.6721311475409836,123,,
1,all,0.01,none,131,Wavg(Lasso+Lasso_a0.01),ensemble_wavg,0.4339076202141113,0.29868678642728513,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso+ENet_a0.1_l0.5),ensemble_avg,0.4617170135901424,0.31759471984855886,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(Lasso+ENet_a0.1_l0.5),ensemble_wavg,0.4339076202199705,0.2986867864295608,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso+ENet_a0.05_l0.5),ensemble_avg,0.4553810943970142,0.3233017263144327,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(Lasso+ENet_a0.05_l0.5),ensemble_wavg,0.4339076202180071,0.2986867864294666,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso_a0.05+Lasso_a0.01),ensemble_avg,0.4362305442847532,0.3153592792690447,0.6721311475409836,123,,
1,all,0.01,none,131,Wavg(Lasso_a0.05+Lasso_a0.01),ensemble_wavg,0.4339076202141113,0.29868678642728513,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso_a0.05+ENet_a0.1_l0.5),ensemble_avg,0.4617170135901424,0.31759471984855886,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(Lasso_a0.05+ENet_a0.1_l0.5),ensemble_wavg,0.4339076202199705,0.2986867864295608,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso_a0.05+ENet_a0.05_l0.5),ensemble_avg,0.4553810943970142,0.3233017263144327,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(Lasso_a0.05+ENet_a0.05_l0.5),ensemble_wavg,0.4339076202180071,0.2986867864294666,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso_a0.01+ENet_a0.1_l0.5),ensemble_avg,0.4662944142405236,0.3392138344824223,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(Lasso_a0.01+ENet_a0.1_l0.5),ensemble_wavg,0.498454257734915,0.3398536571094181,0.6557377049180327,123,,
1,all,0.01,none,131,Avg(Lasso_a0.01+ENet_a0.05_l0.5),ensemble_avg,0.4806469808583507,0.35272657440798366,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(Lasso_a0.01+ENet_a0.05_l0.5),ensemble_wavg,0.49855825350298427,0.36123233153680834,0.6639344262295082,123,,
1,all,0.01,none,131,Avg(ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_avg,0.49197604206576506,0.3483243055908235,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_wavg,0.4984542577405129,0.33985365711227783,0.6557377049180327,123,,
1,all,0.01,none,131,Avg(Lasso+Lasso_a0.05+Lasso_a0.01),ensemble_avg,0.43106340385535996,0.30576532718549526,0.6885245901639344,123,,
1,all,0.01,none,131,Wavg(Lasso+Lasso_a0.05+Lasso_a0.01),ensemble_wavg,0.43390698703194974,0.2986868094897842,0.680327868852459,123,,
1,all,0.01,none,131,Avg(Lasso+Lasso_a0.05+ENet_a0.1_l0.5),ensemble_avg,0.4513628503163663,0.3106696827732516,0.6721311475409836,123,,
1,all,0.01,none,131,Wavg(Lasso+Lasso_a0.05+ENet_a0.1_l0.5),ensemble_wavg,0.43390844657686367,0.2986873763867013,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso+Lasso_a0.05+ENet_a0.05_l0.5),ensemble_avg,0.44559159710540064,0.3120077879785395,0.680327868852459,123,,
1,all,0.01,none,131,Wavg(Lasso+Lasso_a0.05+ENet_a0.05_l0.5),ensemble_wavg,0.43390795750856687,0.2986873529202388,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_avg,0.44973088027751784,0.3203544904219037,0.680327868852459,123,,
1,all,0.01,none,131,Wavg(Lasso+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_wavg,0.4587074207492973,0.31564786830050795,0.6639344262295082,123,,
1,all,0.01,none,131,Avg(Lasso+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_avg,0.4535463490717243,0.32898454802597876,0.680327868852459,123,,
1,all,0.01,none,131,Wavg(Lasso+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_wavg,0.4339076374407955,0.29868736985131805,0.680327868852459,123,,
1,all,0.01,none,131,Avg(Lasso+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_avg,0.46727187766093725,0.327798469711347,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(Lasso+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_wavg,0.4351361121278617,0.29955293535212646,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso_a0.05+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_avg,0.44973088027751784,0.3203544904219037,0.680327868852459,123,,
1,all,0.01,none,131,Wavg(Lasso_a0.05+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_wavg,0.4587074207492973,0.31564786830050795,0.6639344262295082,123,,
1,all,0.01,none,131,Avg(Lasso_a0.05+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_avg,0.4535463490717243,0.32898454802597876,0.680327868852459,123,,
1,all,0.01,none,131,Wavg(Lasso_a0.05+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_wavg,0.4339076374407955,0.29868736985131805,0.680327868852459,123,,
1,all,0.01,none,131,Avg(Lasso_a0.05+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_avg,0.46727187766093725,0.327798469711347,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(Lasso_a0.05+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_wavg,0.4351361121278617,0.29955293535212646,0.6721311475409836,123,,
1,all,0.01,none,131,Avg(Lasso_a0.01+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_avg,0.47590443764091295,0.3463523723334717,0.6639344262295082,123,,
1,all,0.01,none,131,Wavg(Lasso_a0.01+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_wavg,0.49845350037651953,0.3398534710985004,0.6557377049180327,123,,
1,all,0.01,m1,133,base_AR1,baseline,0.4077639644689346,0.2944354885826149,0.5737704918032787,123,,
1,all,0.01,m1,133,Lasso,base,0.4339076202166532,0.29868678642719254,0.6721311475409836,123,0.35830881527942937,0.21098784543792934
1,all,0.01,m1,133,Lasso_a0.05,base,0.4339076202166532,0.29868678642719254,0.6721311475409836,123,,
1,all,0.01,m1,133,Lasso_a0.01,base,0.49214105673146635,0.3612386134477762,0.6639344262295082,123,,
1,all,0.01,m1,133,ENet_a0.1_l0.5,base,0.4984542577423994,0.3398536571126898,0.6557377049180327,123,,
1,all,0.01,m1,133,ENet_a0.05_l0.5,base,0.49902680684279427,0.36186259668627363,0.6639344262295082,123,,
1,all,0.01,m1,133,Lasso_a0.2,base,0.6099869791863489,0.38292783732425506,0.6311475409836066,123,,
1,all,0.01,m1,133,Ridge_a10.0,base,0.7693900097692693,0.5632609051289884,0.6229508196721312,123,,
1,all,0.01,m1,133,LightGBM,base,0.964272451475851,0.5911052519264152,0.6557377049180327,123,,
1,all,0.01,m1,133,RandomForest,base,0.965386694750555,0.5798007059769311,0.5819672131147541,123,,
1,all,0.01,m1,133,XGBoost,base,1.0094948151407184,0.6089515443244147,0.5655737704918032,123,0.0034394287637979997,292.5065339239591
1,all,0.01,m1,133,GradientBoosting,base,1.110778174922447,0.6441793719539792,0.5819672131147541,123,,
1,all,0.01,m1,133,Ridge,base,1.5890452323382602,0.928895493706042,0.639344262295082,123,0.19977267159535123,6.954267316186995
1,all,0.01,m1,133,Ridge_a1.0,base,1.5890452323382602,0.928895493706042,0.639344262295082,123,,
1,all,0.01,m1,133,base_Naive,baseline,1.6770128277130518,1.0724099745924471,0.39344262295081966,123,,
1,all,0.01,m1,133,base_RollMean6,baseline,1.904347651061076,1.2337170581275627,0.5163934426229508,123,,
1,all,0.01,m1,133,Linear,base,1.9833478784951704,1.2752904510111718,0.639344262295082,123,0.14429592635707092,12.745002569145505
1,all,0.01,m1,133,Ridge_a0.1,base,2.114750025610649,1.2262420499432252,0.639344262295082,123,,
1,all,0.01,m1,133,MLP,base,2.5312645897005197,1.1160697750972246,0.5491803278688525,123,0.31973205649738135,6.9168307908508115
1,all,0.01,m1,133,Avg(Lasso+Lasso_a0.05),ensemble_avg,0.4339076202166532,0.29868678642719254,0.6721311475409836,123,,
1,all,0.01,m1,133,Wavg(Lasso+Lasso_a0.05),ensemble_wavg,0.4339076202166535,0.29868678642719265,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso+Lasso_a0.01),ensemble_avg,0.43540018992831925,0.318727029116666,0.6721311475409836,123,,
1,all,0.01,m1,133,Wavg(Lasso+Lasso_a0.01),ensemble_wavg,0.43223742545702737,0.29741892474665155,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso+ENet_a0.1_l0.5),ensemble_avg,0.46171701359014233,0.31759471984855886,0.6639344262295082,123,,
1,all,0.01,m1,133,Wavg(Lasso+ENet_a0.1_l0.5),ensemble_wavg,0.4339076202199705,0.2986867864295608,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso+ENet_a0.05_l0.5),ensemble_avg,0.45549874161622045,0.32370761256649244,0.6557377049180327,123,,
1,all,0.01,m1,133,Wavg(Lasso+ENet_a0.05_l0.5),ensemble_wavg,0.43390762021800383,0.29868678642950836,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso_a0.05+Lasso_a0.01),ensemble_avg,0.43540018992831925,0.318727029116666,0.6721311475409836,123,,
1,all,0.01,m1,133,Wavg(Lasso_a0.05+Lasso_a0.01),ensemble_wavg,0.43223742545702737,0.29741892474665155,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso_a0.05+ENet_a0.1_l0.5),ensemble_avg,0.46171701359014233,0.31759471984855886,0.6639344262295082,123,,
1,all,0.01,m1,133,Wavg(Lasso_a0.05+ENet_a0.1_l0.5),ensemble_wavg,0.4339076202199705,0.2986867864295608,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso_a0.05+ENet_a0.05_l0.5),ensemble_avg,0.45549874161622045,0.32370761256649244,0.6557377049180327,123,,
1,all,0.01,m1,133,Wavg(Lasso_a0.05+ENet_a0.05_l0.5),ensemble_wavg,0.43390762021800383,0.29868678642950836,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso_a0.01+ENet_a0.1_l0.5),ensemble_avg,0.46317707692776094,0.3415787460992034,0.639344262295082,123,,
1,all,0.01,m1,133,Wavg(Lasso_a0.01+ENet_a0.1_l0.5),ensemble_wavg,0.4942461060760728,0.3371064551998202,0.6475409836065574,123,,
1,all,0.01,m1,133,Avg(Lasso_a0.01+ENet_a0.05_l0.5),ensemble_avg,0.4655806443283542,0.3456075190354395,0.6557377049180327,123,,
1,all,0.01,m1,133,Wavg(Lasso_a0.01+ENet_a0.05_l0.5),ensemble_wavg,0.47521396699337415,0.34877736149784316,0.6639344262295082,123,,
1,all,0.01,m1,133,Avg(ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_avg,0.492263347286352,0.34863943816468185,0.6639344262295082,123,,
1,all,0.01,m1,133,Wavg(ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_wavg,0.49845425774056146,0.33985365711233617,0.6557377049180327,123,,
1,all,0.01,m1,133,Avg(Lasso+Lasso_a0.05+Lasso_a0.01),ensemble_avg,0.42829577386042805,0.3065022401787038,0.6639344262295082,123,,
1,all,0.01,m1,133,Wavg(Lasso+Lasso_a0.05+Lasso_a0.01),ensemble_wavg,0.43223752339293225,0.29741899939867217,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso+Lasso_a0.05+ENet_a0.1_l0.5),ensemble_avg,0.45136285031636625,0.3106696827732515,0.6721311475409836,123,,
1,all,0.01,m1,133,Wavg(Lasso+Lasso_a0.05+ENet_a0.1_l0.5),ensemble_wavg,0.4339084465768636,0.2986873763867013,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso+Lasso_a0.05+ENet_a0.05_l0.5),ensemble_avg,0.44564020374290064,0.3123120890737371,0.680327868852459,123,,
1,all,0.01,m1,133,Wavg(Lasso+Lasso_a0.05+ENet_a0.05_l0.5),ensemble_wavg,0.4339079566965349,0.2986873633330206,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_avg,0.4459970643667554,0.32035173196482575,0.639344262295082,123,,
1,all,0.01,m1,133,Wavg(Lasso+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_wavg,0.4322398982070146,0.2974208031935847,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_avg,0.44419273406391335,0.3225040011196697,0.6967213114754098,123,,
1,all,0.01,m1,133,Wavg(Lasso+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_wavg,0.4322344565228005,0.2974166854066029,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_avg,0.46740173125780893,0.32810277080654476,0.6639344262295082,123,,
1,all,0.01,m1,133,Wavg(Lasso+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_wavg,0.4351361121278617,0.2995529353521265,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso_a0.05+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_avg,0.4459970643667554,0.32035173196482575,0.639344262295082,123,,
1,all,0.01,m1,133,Wavg(Lasso_a0.05+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_wavg,0.4322398982070146,0.2974208031935847,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso_a0.05+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_avg,0.44419273406391335,0.3225040011196697,0.6967213114754098,123,,
1,all,0.01,m1,133,Wavg(Lasso_a0.05+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_wavg,0.4322344565228005,0.2974166854066029,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso_a0.05+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_avg,0.46740173125780893,0.32810277080654476,0.6639344262295082,123,,
1,all,0.01,m1,133,Wavg(Lasso_a0.05+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_wavg,0.4351361121278617,0.2995529353521265,0.6721311475409836,123,,
1,all,0.01,m1,133,Avg(Lasso_a0.01+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_avg,0.4660470833932804,0.3390662709881167,0.6475409836065574,123,,
1,all,0.01,m1,133,Wavg(Lasso_a0.01+ENet_a0.1_l0.5+ENet_a0.05_l0.5),ensemble_wavg,0.49424653049931583,0.33710673136130115,0.6475409836065574,123,,
1,all,0.01,m2,134,base_AR1,baseline,0.4077639644689346,0.2944354885826149,0.5737704918032787,123,,
1,all,0.01,m2,134,Lasso,base,0.5017901076338589,0.3291743076721014,0.680327868852459,123,0.3507295804043708,0.4307036978612528
1,all,0.01,m2,134,Lasso_a0.05,base,0.5017901076338589,0.3291743076721014,0.680327868852459,123,,
1,all,0.01,m2,134,Lasso_a0.01,base,0.5536496077628721,0.3894080010492922,0.6557377049180327,123,,
1,all,0.01,m2,134,ENet_a0.05_l0.5,base,0.5537029190390452,0.39474813229939576,0.6229508196721312,123,,
1,all,0.01,m2,134,ENet_a0.1_l0.5,base,0.5549788268605927,0.37399655033366663,0.639344262295082,123,,
1,all,0.01,m2,134,Lasso_a0.2,base,0.609986979186349,0.3829278373242551,0.6311475409836066,123,,
1,all,0.01,m2,134,Ridge_a10.0,base,0.7476292095249387,0.5600605790154962,0.6147540983606558,123,,
1,all,0.01,m2,134,MLP,base,0.9691558585676492,0.6540523789592494,0.5901639344262295,123,0.4018080943560924,1.4119868966819742
1,all,0.01,m2,134,LightGBM,base,0.974889197992972,0.5991153627618947,0.6311475409836066,123,,
1,all,0.01,m2,134,RandomForest,base,0.9777732334205638,0.5821930764160128,0.6065573770491803,123,,
1,all,0.01,m2,134,XGBoost,base,1.0146059357809214,0.6139547735259224,0.5819672131147541,123,0.002521283537008405,401.4164362667392
1,all,0.01,m2,134,Ridge,base,1.0316210115973152,0.7265828943303871,0.6229508196721312,123,0.19401201764699466,4.3173046912709925
1,all,0.01,m2,134,Ridge_a1.0,base,1.0316210115973152,0.7265828943303871,0.6229508196721312,123,,
1,all,0.01,m2,134,GradientBoosting,base,1.102262388561367,0.6458778920590901,0.5819672131147541,123,,
1,all,0.01,m2,134,Ridge_a0.1,base,1.457164367480837,0.9551881996039775,0.6557377049180327,123,,
1,all,0.01,m2,134,base_Naive,baseline,1.6770128277130518,1.0724099745924471,0.39344262295081966,123,,
1,all,0.01,m2,134,Linear,base,1.7971746253706158,1.1236050083760025,0.6557377049180327,123,0.14005835686371554,11.831612947732674
1,all,0.01,m2,134,base_RollMean6,baseline,1.904347651061076,1.2337170581275627,0.5163934426229508,123,,
1,all,0.01,m2,134,Avg(Lasso+Lasso_a0.05),ensemble_avg,0.5017901076338589,0.3291743076721014,0.680327868852459,123,,
1,all,0.01,m2,134,Wavg(Lasso+Lasso_a0.05),ensemble_wavg,0.501790107633859,0.32917430767210143,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso+Lasso_a0.01),ensemble_avg,0.5086959611668225,0.35137007148052907,0.6475409836065574,123,,
1,all,0.01,m2,134,Wavg(Lasso+Lasso_a0.01),ensemble_wavg,0.5017901076319083,0.3291743076728142,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso+ENet_a0.05_l0.5),ensemble_avg,0.5173515490971766,0.35694897974206696,0.6475409836065574,123,,
1,all,0.01,m2,134,Wavg(Lasso+ENet_a0.05_l0.5),ensemble_wavg,0.5017901076344873,0.3291743076743773,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso+ENet_a0.1_l0.5),ensemble_avg,0.5238566842021098,0.3491269694156632,0.639344262295082,123,,
1,all,0.01,m2,134,Wavg(Lasso+ENet_a0.1_l0.5),ensemble_wavg,0.5017901076363547,0.32917430767457145,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso_a0.05+Lasso_a0.01),ensemble_avg,0.5086959611668225,0.35137007148052907,0.6475409836065574,123,,
1,all,0.01,m2,134,Wavg(Lasso_a0.05+Lasso_a0.01),ensemble_wavg,0.5017901076319083,0.3291743076728142,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso_a0.05+ENet_a0.05_l0.5),ensemble_avg,0.5173515490971766,0.35694897974206696,0.6475409836065574,123,,
1,all,0.01,m2,134,Wavg(Lasso_a0.05+ENet_a0.05_l0.5),ensemble_wavg,0.5017901076344873,0.3291743076743773,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso_a0.05+ENet_a0.1_l0.5),ensemble_avg,0.5238566842021098,0.3491269694156632,0.639344262295082,123,,
1,all,0.01,m2,134,Wavg(Lasso_a0.05+ENet_a0.1_l0.5),ensemble_wavg,0.5017901076363547,0.32917430767457145,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso_a0.01+ENet_a0.05_l0.5),ensemble_avg,0.5472286471057496,0.388026532138216,0.639344262295082,123,,
1,all,0.01,m2,134,Wavg(Lasso_a0.01+ENet_a0.05_l0.5),ensemble_wavg,0.5537029190371701,0.39474813229829725,0.6229508196721312,123,,
1,all,0.01,m2,134,Avg(Lasso_a0.01+ENet_a0.1_l0.5),ensemble_avg,0.5348613233446653,0.3753879307216504,0.6557377049180327,123,,
1,all,0.01,m2,134,Wavg(Lasso_a0.01+ENet_a0.1_l0.5),ensemble_wavg,0.5549788268549232,0.37399655033282825,0.639344262295082,123,,
1,all,0.01,m2,134,Avg(ENet_a0.05_l0.5+ENet_a0.1_l0.5),ensemble_avg,0.5488945987068071,0.38289704749704523,0.6229508196721312,123,,
1,all,0.01,m2,134,Wavg(ENet_a0.05_l0.5+ENet_a0.1_l0.5),ensemble_wavg,0.5549788268589191,0.3739965503344907,0.639344262295082,123,,
1,all,0.01,m2,134,Avg(Lasso+Lasso_a0.05+Lasso_a0.01),ensemble_avg,0.5019109464306188,0.341550107826124,0.6557377049180327,123,,
1,all,0.01,m2,134,Wavg(Lasso+Lasso_a0.05+Lasso_a0.01),ensemble_wavg,0.5017896217930475,0.3291744852547683,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso+Lasso_a0.05+ENet_a0.05_l0.5),ensemble_avg,0.5097080541852722,0.34586637283588023,0.6721311475409836,123,,
1,all,0.01,m2,134,Wavg(Lasso+Lasso_a0.05+ENet_a0.05_l0.5),ensemble_wavg,0.5017902642273101,0.3291748746243596,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso+Lasso_a0.05+ENet_a0.1_l0.5),ensemble_avg,0.5154277329063343,0.3415570088128139,0.6475409836065574,123,,
1,all,0.01,m2,134,Wavg(Lasso+Lasso_a0.05+ENet_a0.1_l0.5),ensemble_wavg,0.5017907293761269,0.32917492298369017,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_avg,0.5205366324015971,0.36399718372895157,0.6475409836065574,123,,
1,all,0.01,m2,134,Wavg(Lasso+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_wavg,0.5017903040029859,0.3291751166036785,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_avg,0.5175555223295103,0.3565058796512636,0.6475409836065574,123,,
1,all,0.01,m2,134,Wavg(Lasso+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_wavg,0.5018091581989554,0.32919316341985355,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso+ENet_a0.05_l0.5+ENet_a0.1_l0.5),ensemble_avg,0.5277913300589772,0.361994982260206,0.6311475409836066,123,,
1,all,0.01,m2,134,Wavg(Lasso+ENet_a0.05_l0.5+ENet_a0.1_l0.5),ensemble_wavg,0.5188862965074509,0.3446263442738607,0.639344262295082,123,,
1,all,0.01,m2,134,Avg(Lasso_a0.05+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_avg,0.5205366324015971,0.36399718372895157,0.6475409836065574,123,,
1,all,0.01,m2,134,Wavg(Lasso_a0.05+Lasso_a0.01+ENet_a0.05_l0.5),ensemble_wavg,0.5017903040029859,0.3291751166036785,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso_a0.05+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_avg,0.5175555223295103,0.3565058796512636,0.6475409836065574,123,,
1,all,0.01,m2,134,Wavg(Lasso_a0.05+Lasso_a0.01+ENet_a0.1_l0.5),ensemble_wavg,0.5018091581989554,0.32919316341985355,0.680327868852459,123,,
1,all,0.01,m2,134,Avg(Lasso_a0.05+ENet_a0.05_l0.5+ENet_a0.1_l0.5),ensemble_avg,0.5277913300589772,0.361994982260206,0.6311475409836066,123,,
1,all,0.01,m2,134,Wavg(Lasso_a0.05+ENet_a0.05_l0.5+ENet_a0.1_l0.5),ensemble_wavg,0.5188862965074509,0.3446263442738607,0.639344262295082,123,,
1,all,0.01,m2,134,Avg(Lasso_a0.01+ENet_a0.05_l0.5+ENet_a0.1_l0.5),ensemble_avg,0.540181874995091,0.38160821532745426,0.639344262295082,123,,
1,all,0.01,m2,134,Wavg(Lasso_a0.01+ENet_a0.05_l0.5+ENet_a0.1_l0.5),ensemble_wavg,0.5549786902022303,0.3739966080978041,0.639344262295082,123,,
1,all,0.01,both,136,base_AR1,baseline,0.4077639644689346,0.2944354885826149,0.5737704918032787,123,,
1,all,0.01,both,136,Lasso,base,0.5017901076338587,0.3291743076721013,0.680327868852459,123,0.35072958040437074,0.4307036978612524
1,all,0.01,both,136,Lasso_a0.05,base,0.5017901076338587,0.3291743076721013,0.680327868852459,123,,
1,all,0.01,both,136,Lasso_a0.01,base,0.5473086567689652,0.3878236130490653,0.6639344262295082,123,,
1,all,0.01,both,136,ENet_a0.05_l0.5,base,0.5542866028793955,0.3957096828362168,0.6229508196721312,123,,
1,all,0.01,both,136,ENet_a0.1_l0.5,base,0.5549788268605927,0.37399655033366663,0.639344262295082,123,,
1,all,0.01,both,136,Lasso_a0.2,base,0.609986979186349,0.3829278373242551,0.6311475409836066,123,,
1,all,0.01,both,136,Ridge_a10.0,base,0.7726639959185769,0.5698014730776999,0.6475409836065574,123,,
1,all,0.01,both,136,RandomForest,base,0.979208695994485,0.5829934572414751,0.5901639344262295,123,,
1,all,0.01,both,136,LightGBM,base,0.9927462997530698,0.6068563141242636,0.6475409836065574,123,,
1,all,0.01,both,136,XGBoost,base,1.0150626280223076,0.6139327652231092,0.5819672131147541,123,0.0037567990512928505,269.19348497572366
1,all,0.01,both,136,GradientBoosting,base,1.0846762599142417,0.633553268318517,0.5573770491803278,123,,
1,all,0.01,both,136,base_Naive,baseline,1.6770128277130518,1.0724099745924471,0.39344262295081966,123,,
