date,CPI_YOY,CPI_YOY_L1,CPI_YOY_L3,CORE_CPI_YOY,PPI_YOY,PPI_YOY_L1,OIL_CHG,OIL_YOY,OIL_L1,VIX,VIX_L1,YIELD_SPREAD,YIELD_SPREAD_L1,YIELD_SPREAD_L3,GS10,GS10_L1,GS3M,GS3M_L1,SP500_RET,SP500_6M,DXY_CHG,DXY_YOY,UNRATE,UNRATE_CHG,UNRATE_L1,PAYROLLS_YOY,PAYROLLS_L1,CPI_YOY_3M,CPI_YOY_6M,OIL_CHG_3M,OIL_CHG_6M,inflation_future
2002-04-30,1.6393442622950838,1.4755959137344066,1.142204454597362,2.532327586206895,-4.105571847507328,-4.488594554819714,4.041179534083361,-4.111026727276479,20.045762399533572,21.90999984741211,17.399999618530273,3.3610000610351562,3.6660001277923584,3.305000066757202,5.091000080108643,5.406000137329102,1.7300000190734863,1.7400000095367432,-6.141762591921907,1.617318139105639,-2.8915867693103836,-0.5696987841240841,5.9,0.20000000000000018,5.7,-1.390629482552963,-1.528425397925437,1.4175322012627722,1.4736645957100707,12.084423654337803,4.713511111678277,1.4647887323943731
2002-05-31,1.1817670230725996,1.6393442622950838,1.1376564277588264,2.5336927223719607,-4.385964912280704,-4.105571847507328,-7.108832792137443,-10.645048884127128,4.041179534083361,19.979999542236328,21.90999984741211,3.338000178337097,3.3610000610351562,3.139000177383423,5.043000221252441,5.091000080108643,1.7050000429153442,1.7300000190734863,-0.9081481352177012,-6.346038845240187,-2.934286666528907,-6.0972555260248695,5.8,0.09999999999999964,5.9,-1.3413086822548492,-1.390629482552963,1.43223573303403,1.3547153698982184,5.6593697138264965,4.8979216882224685,1.8028169014084439
2002-06-30,1.0674157303370846,1.1817670230725996,1.4755959137344066,2.2592791823560887,-3.394833948339482,-4.385964912280704,5.956608308320233,2.323811848958335,-7.108832792137443,25.399999618530273,19.979999542236328,3.164999842643738,3.338000178337097,3.6660001277923584,4.823999881744385,5.043000221252441,1.659000039100647,1.7050000429153442,-7.24553538081798,-13.784749737668111,-5.097931377071285,-11.152976355009658,5.8,0.09999999999999964,5.8,-1.2290249433106526,-1.3413086822548492,1.2961756719015893,1.273997301965894,0.9629850167553835,5.547754547958416,1.5143017386427315
2002-07-31,1.4647887323943731,1.0674157303370846,1.6393442622950838,2.2019334049409256,-1.6491754122938684,-3.394833948339482,0.5956807288770127,2.5426947498836228,5.956608308320233,32.029998779296875,25.399999618530273,2.8000001907348633,3.164999842643738,3.3610000610351562,4.465000152587891,4.823999881744385,1.6649999618530273,1.659000039100647,-7.900427514940766,-19.33993678092515,1.2251465877675116,-8.33759738660358,5.8,-0.10000000000000053,5.8,-1.2014647580425475,-1.2290249433106526,1.2379904952680192,1.3277613482653956,-0.18551458498006598,5.949454534678868,2.025886325267323
2002-08-31,1.8028169014084439,1.4647887323943731,1.1817670230725996,2.3579849946409492,-1.4242878560719707,-1.6491754122938684,7.253882499137743,6.544112975622252,0.5956807288770127,32.63999938964844,32.029998779296875,2.492000102996826,2.8000001907348633,3.338000178337097,4.13700008392334,4.465000152587891,1.6449999809265137,1.6649999618530273,0.4881433306494376,-17.227325229210667,-0.40033543479662814,-5.6780064503430765,5.7,-0.09999999999999964,5.8,-1.0907355647965078,-1.2014647580425475,1.4450071213799671,1.4386214272069988,4.602057178778329,5.130713446302413,2.19842164599775
2002-09-30,1.5143017386427315,1.8028169014084439,1.0674157303370846,2.2447888829502993,-0.750187546886727,-1.4242878560719707,5.1414761720288915,30.046943732320596,7.253882499137743,39.689998626708984,32.63999938964844,2.080000162124634,2.492000102996826,3.164999842643738,3.6070001125335693,4.13700008392334,1.5269999504089355,1.6449999809265137,-11.002431825242788,-28.944820951167305,-0.10282352486431501,-5.824815310906217,5.7,-0.09999999999999964,5.7,-0.9570213185795762,-1.0907355647965078,1.593969124148516,1.4450723980250526,4.330346466681216,2.6466657417182993,2.376910016977929
2002-10-31,2.025886325267323,1.5143017386427315,1.4647887323943731,2.2388059701492713,2.2256331542593877,-0.750187546886727,-10.666229318146325,28.51746421695145,5.1414761720288915,31.139999389648438,39.689998626708984,2.49399995803833,2.080000162124634,2.8000001907348633,3.9110000133514404,3.6070001125335693,1.4170000553131104,1.5269999504089355,8.644880033371404,-17.750624594131416,-0.2152178824950446,-7.156539419313146,5.7,-0.09999999999999964,5.7,-0.6352128533609225,-0.9570213185795762,1.7810016551061663,1.5094960751870925,0.5763764510067695,0.19543093301335132,2.5974025974025983
2002-11-30,2.19842164599775,2.025886325267323,1.8028169014084439,1.9670388091440838,2.5423728813559254,2.2256331542593877,-1.2123436151012412,38.32303832779689,-10.666229318146325,27.5,31.139999389648438,3.0109997987747192,2.49399995803833,2.492000102996826,4.2129998207092285,3.9110000133514404,1.2020000219345093,1.4170000553131104,5.706962070498589,-12.259873614892502,-0.21567491453060583,-8.369924929988326,5.9,0.20000000000000018,5.7,-0.40261087049350275,-0.6352128533609225,1.9128699033026015,1.6789385123412846,-2.245698920406225,1.178179129186052,2.9808773903261976
2002-12-31,2.376910016977929,2.19842164599775,1.5143017386427315,1.9169329073482455,3.74707259953162,2.5423728813559254,16.028268765785803,57.258067152130465,-1.2123436151012412,28.6200008392334,27.5,2.6360000371932983,3.0109997987747192,2.080000162124634,3.818000078201294,4.2129998207092285,1.1820000410079956,1.2020000219345093,-6.033257188502883,-11.113131598275439,-4.285316258862249,-12.762313940795632,6.0,0.2999999999999998,5.9,-0.39547116801417204,-0.40261087049350275,2.2004059960810007,1.897187560114758,1.3832319441794123,2.8567892054303137,3.0201342281878985
2003-01-31,2.5974025974025983,2.376910016977929,2.025886325267323,1.9128586609989506,5.2918287937743225,3.74707259953162,7.403838147778674,72.02258269502101,16.028268765785803,31.170000076293945,28.6200008392334,2.8269999027252197,2.6360000371932983,2.49399995803833,3.9749999046325684,3.818000078201294,1.1480000019073486,1.1820000410079956,-2.741469268304464,-6.134132995071906,-1.9047568395444303,-16.907846442823292,5.8,0.09999999999999964,6.0,-0.21855585018989432,-0.39547116801417204,2.3909114201260926,2.0859565376161293,7.406587766154412,3.9914821085805907,2.2246941045606317
2003-02-28,2.9808773903261976,2.5974025974025983,2.19842164599775,1.744186046511631,7.1651090342679025,5.2918287937743225,9.221128938709278,67.50571091596117,7.403838147778674,29.6299991607666,31.170000076293945,2.5210001468658447,2.8269999027252197,3.0109997987747192,3.696000099182129,3.9749999046325684,1.1749999523162842,1.1480000019073486,-1.700360825687175,-8.178412382367227,-0.20018473656864266,-16.322594813599732,5.9,0.0,5.8,-0.22640874427285462,-0.21855585018989432,2.6517300015689083,2.282299952435755,10.884411950757917,4.319356515175847,2.057842046718572
2003-03-31,3.0201342281878985,2.9808773903261976,2.376910016977929,1.6859852476290849,8.78274268104775,7.1651090342679025,-15.191250793425793,18.337786722206406,9.221128938709278,29.149999618530273,29.6299991607666,2.7329999208450317,2.5210001468658447,2.6360000371932983,3.822999954223633,3.696000099182129,1.090000033378601,1.1749999523162842,0.8357567684332823,4.035418775960986,-0.6518920187013943,-16.48963474547879,5.9,-0.09999999999999964,5.9,-0.37254631967075236,-0.22640874427285462,2.8661380719722316,2.5332720340266164,0.47790543102071875,0.9305686876000658,2.1122846025569686
