date,CPI,CORE_CPI,PPI,UNRATE,PAYROLLS,SP500,VIX,OIL,GS10,GS3M,DXY,YIELD_SPREAD_10_3M,HY_SPREAD,NFCI,CPI_YOY_BLS,CORE_CPI_YOY_BLS,HAS_BLS_DATA
2008-09-30,218.783,216.862,196.9,6.1,136760.0,1166.3599853515625,39.38999938964844,100.63999938964844,3.82699990272522,0.8999999761581421,79.44999694824219,2.9269999265670776,,1.386,4.936927430572191,2.4732077040845235,1
2008-10-31,216.573,217.023,186.4,6.5,136291.0,968.75,59.88999938964844,67.80999755859375,3.9700000286102295,0.4350000023841858,85.62999725341797,3.535000026226044,,2.474,3.655186277137501,2.216015599242649,1
2008-11-30,212.425,216.69,176.8,6.8,135541.0,896.239990234375,55.27999877929688,54.43000030517578,2.9570000171661377,0.0199999995529651,86.5199966430664,2.9370000176131725,,2.983,1.0695746918073956,2.002965613011032,1
2008-12-31,210.228,216.1,170.9,7.3,134847.0,903.25,40.0,44.59999847412109,2.24399995803833,0.1150000020861625,81.30999755859375,2.1289999559521675,,2.904,0.0914129006456043,1.763077096950405,1
2009-01-31,211.143,216.719,171.2,7.8,134079.0,825.8800048828125,44.84000015258789,41.68000030517578,2.844000101089477,0.2199999988079071,86.0,2.6240001022815704,,2.311,0.0298465036952855,1.6801321209732656,1
2009-02-28,212.193,217.685,169.3,8.3,133318.0,735.0900268554688,46.34999847412109,44.7599983215332,3.0409998893737797,0.25,88.01000213623047,2.7909998893737797,,2.112,0.2361910880378737,1.7856975863391078,1
2009-03-31,212.709,218.639,168.1,8.7,132494.0,797.8699951171875,44.13999938964844,49.65999984741211,2.684999942779541,0.2000000029802322,85.43000030517578,2.4849999397993088,,2.046,-0.3835562549173832,1.7559781445179778,1
2009-04-30,213.24,219.143,169.1,9.0,131822.0,872.8099975585938,36.5,51.119998931884766,3.124000072479248,0.125,84.61000061035156,2.999000072479248,,1.587,-0.7368857152167174,1.899013759014978,1
2009-05-31,213.856,219.128,170.8,9.4,131466.0,919.1400146484376,28.920000076293945,66.30999755859375,3.4649999141693115,0.1299999952316284,80.43000030517578,3.334999918937683,,1.037,-1.2814357989586078,1.8347430058555547,1
2009-06-30,215.693,219.283,174.1,9.5,131008.0,919.3200073242188,26.350000381469727,69.88999938964844,3.5230000019073486,0.1800000071525573,80.12999725341797,3.3429999947547917,,0.776,-1.4267760436898702,1.7304328865754617,1
2009-07-31,215.351,219.35,172.5,9.5,130662.0,987.47998046875,25.920000076293945,69.44999694824219,3.500999927520752,0.1749999970197677,78.3499984741211,3.325999930500984,,0.552,-2.097161353676058,1.5297738896989044,1
2009-08-31,215.834,219.596,175.0,9.6,130472.0,1020.6199951171876,26.01000022888184,69.95999908447266,3.401000022888184,0.1299999952316284,78.16999816894531,3.271000027656555,,0.291,-1.4843486119606064,1.4412683161181938,1
2009-09-30,215.969,220.137,174.1,9.8,130246.0,1057.0799560546875,25.61000061035156,70.61000061035156,3.306999921798706,0.1150000020861625,76.6500015258789,3.1919999197125435,,0.151,-1.2862059666427397,1.5101769789082509,1
2009-10-31,216.177,220.731,175.2,10.0,130061.0,1036.18994140625,30.690000534057617,77.0,3.3919999599456787,0.0450000017881393,76.30000305175781,3.34699995815754,,0.048,-0.1828482774861251,1.7085746672011792,1
2009-11-30,216.33,220.384,177.4,9.9,130057.0,1095.6300048828125,24.51000022888184,77.27999877929688,3.200999975204468,0.050000000745058,74.87999725341797,3.1509999744594097,,-0.006,1.8382958691302909,1.704739489593421,1
2009-12-31,215.949,220.025,178.1,9.9,129808.0,1115.0999755859375,21.68000030517578,79.36000061035156,3.8429999351501465,0.050000000745058,77.86000061035156,3.792999934405088,,-0.101,2.721331126205828,1.8162887552059197,1
2010-01-31,216.687,220.086,181.9,9.8,129802.0,1073.8699951171875,24.6200008392334,72.88999938964844,3.608999967575073,0.0700000002980232,79.45999908447266,3.53899996727705,,-0.193,2.6257086429576137,1.5536247398705294,1
2010-02-28,216.741,220.602,181.0,9.8,129706.0,1104.489990234375,19.5,79.66000366210938,3.595000028610229,0.1150000020861625,80.36000061035156,3.480000026524067,,-0.212,2.143331778145363,1.3400096469669442,1
2010-03-31,217.631,221.059,183.3,9.9,129866.0,1169.4300537109375,17.59000015258789,83.76000213623047,3.8329999446868896,0.1500000059604644,81.06999969482422,3.682999938726425,,-0.35,2.3139594469439477,1.106847360260521,1
2010-04-30,218.009,221.166,184.4,9.9,130120.0,1186.68994140625,22.049999237060547,86.1500015258789,3.663000106811523,0.1550000011920929,81.87000274658203,3.5080001056194305,,-0.419,2.236447195648084,0.923141510337988,1
