horizon,ranker,cutoff,n_feat,model,MSE,RMSE,MAE,DirAcc
2,Lasso,0.02,10,Avg(Lasso+Ridge),0.7844438902012694,0.8856883708174503,0.6254700809283711,0.5371900826446281
2,Lasso,0.02,10,Avg(top3),0.8068787650765902,0.8982643069145018,0.6342717633397927,0.5454545454545454
2,XGBoost,0.001,68,Lasso,0.6363348547420908,0.7977059951774782,0.5645701529214392,0.5206611570247934
2,XGBoost,0.001,68,GradientBoosting,1.2734148369531726,1.12845683876397,0.7124871063106173,0.5950413223140496
2,XGBoost,0.001,68,RandomForest,1.3378804996387539,1.156667843263032,0.7427417181261352,0.5454545454545454
2,XGBoost,0.001,68,LightGBM,1.3928365056807217,1.1801849455406224,0.7914537925041712,0.5537190082644629
2,XGBoost,0.001,68,XGBoost,1.5060075413355412,1.227194989125828,0.8182794332934967,0.512396694214876
2,XGBoost,0.001,68,Ridge,1.673842068859241,1.2937704853872811,0.8763916852757914,0.5867768595041323
2,XGBoost,0.001,68,MLP,1.711111597405756,1.3080946439022507,0.937420330225886,0.4793388429752066
2,XGBoost,0.001,68,Linear,3.081920001935678,1.7555398035748657,1.0945077577267452,0.5537190082644629
2,XGBoost,0.001,68,Ensemble_Avg,0.8991650445934383,0.9482431358008547,0.6119590125448084,0.5289256198347108
2,XGBoost,0.001,68,Ensemble_Weighted,0.8462616056115811,0.919924782583653,0.5995917235239596,0.5537190082644629
2,XGBoost,0.001,68,Avg(Lasso+GradientBoosting),0.8283157016936028,0.9101185096972827,0.5931086469170356,0.5619834710743802
2,XGBoost,0.001,68,Avg(top3),0.9663154337300538,0.9830134453455119,0.6327695355975339,0.5702479338842975
2,XGBoost,0.002,53,Lasso,0.8130740676345364,0.9017061980681603,0.6166179379966373,0.5206611570247934
2,XGBoost,0.002,53,MLP,0.8367083931228599,0.914717657598704,0.6793803028880698,0.512396694214876
2,XGBoost,0.002,53,LightGBM,1.3750389649718353,1.1726205545579675,0.7692695141963202,0.5454545454545454
2,XGBoost,0.002,53,GradientBoosting,1.3771586989221059,1.1735240512755185,0.7701669606898895,0.5454545454545454
2,XGBoost,0.002,53,XGBoost,1.3917853711991246,1.1797395353208795,0.793316658283835,0.5206611570247934
2,XGBoost,0.002,53,Ridge,1.4064634422731295,1.1859441143127822,0.8516731750861932,0.5619834710743802
2,XGBoost,0.002,53,RandomForest,1.4124405194329384,1.1884614084743932,0.7863363167305784,0.5206611570247934
2,XGBoost,0.002,53,Linear,1.74971409194981,1.3227675880326861,0.9664250292993299,0.5785123966942148
2,XGBoost,0.002,53,Ensemble_Avg,0.843623644228749,0.9184898715983476,0.6119081393767939,0.5537190082644629
2,XGBoost,0.002,53,Ensemble_Weighted,0.7768880102993325,0.8814125085902358,0.5912969414762215,0.5537190082644629
2,XGBoost,0.002,53,Avg(Lasso+MLP),0.3995382652865928,0.6320903932876949,0.46645089228190756,0.5537190082644629
2,XGBoost,0.002,53,Avg(top3),0.505397595866814,0.7109132126123512,0.501372482692096,0.5702479338842975
2,XGBoost,0.005,28,Lasso,0.9199148138883866,0.9591218973041886,0.6351436896317403,0.5206611570247934
2,XGBoost,0.005,28,MLP,1.1281006174366075,1.0621208111305454,0.7104109027809492,0.5206611570247934
2,XGBoost,0.005,28,GradientBoosting,1.145577516486363,1.0703165496648004,0.6996401051981652,0.512396694214876
2,XGBoost,0.005,28,XGBoost,1.4116555062109486,1.1881310980741766,0.7850306461749289,0.5619834710743802
2,XGBoost,0.005,28,RandomForest,1.4430745571509458,1.2012803824049345,0.7928262900052048,0.512396694214876
2,XGBoost,0.005,28,LightGBM,1.4445189799269442,1.2018814333897267,0.7985363073647739,0.5702479338842975
2,XGBoost,0.005,28,Ridge,1.5040182437972915,1.2263842154061229,0.8470381451645156,0.5785123966942148
2,XGBoost,0.005,28,Linear,1.754622741983279,1.3246217354336591,0.8996317255674461,0.5537190082644629
2,XGBoost,0.005,28,Ensemble_Avg,0.806942647906422,0.898299865249028,0.5931521835293463,0.5454545454545454
2,XGBoost,0.005,28,Ensemble_Weighted,0.7746293993153696,0.880130330868883,0.5823061789845771,0.5371900826446281
2,XGBoost,0.005,28,Avg(Lasso+MLP),0.39920542324198266,0.6318270516858095,0.45803248938728325,0.512396694214876
2,XGBoost,0.005,28,Avg(top3),0.4078904086316853,0.6386629851742508,0.43087420463000575,0.5537190082644629
2,XGBoost,0.01,18,Lasso,0.7912186848645961,0.8895047413390196,0.6028221262676658,0.512396694214876
2,XGBoost,0.01,18,MLP,0.8758045897927347,0.9358443192073854,0.7302450583541342,0.4628099173553719
2,XGBoost,0.01,18,Ridge,1.000403608462938,1.0002017838731032,0.6738587789303997,0.512396694214876
2,XGBoost,0.01,18,Linear,1.0518407973652544,1.0255929004070057,0.6889125440542645,0.5371900826446281
2,XGBoost,0.01,18,GradientBoosting,1.2117770474259895,1.1008074524756768,0.7118160369510549,0.5206611570247934
2,XGBoost,0.01,18,XGBoost,1.3493955398011201,1.1616348564850834,0.778073342878871,0.512396694214876
2,XGBoost,0.01,18,RandomForest,1.4619219258076595,1.2090996343592448,0.787903016104529,0.48760330578512395
2,XGBoost,0.01,18,LightGBM,1.538801378336646,1.2404843321608887,0.8257736651773755,0.5537190082644629
2,XGBoost,0.01,18,Ensemble_Avg,0.8380049511680056,0.9154261036085903,0.6165880238235274,0.512396694214876
2,XGBoost,0.01,18,Ensemble_Weighted,0.7973006180973783,0.8929169155623485,0.6070548640264462,0.512396694214876
2,XGBoost,0.01,18,Avg(Lasso+MLP),0.5070422036025025,0.7120689598644941,0.5235487033369506,0.5206611570247934
2,XGBoost,0.01,18,Avg(top3),0.5750934082035216,0.7583491334494433,0.5480692625552827,0.5289256198347108
2,XGBoost,0.02,8,MLP,0.7222357114774646,0.8498445219435521,0.631410779286644,0.4793388429752066
2,XGBoost,0.02,8,Linear,0.7643397734418318,0.8742652763559993,0.6265418995297828,0.4793388429752066
2,XGBoost,0.02,8,Ridge,0.7685742880195757,0.8766836875518876,0.627302614690488,0.48760330578512395
2,XGBoost,0.02,8,Lasso,0.8894728361492843,0.9431186755383886,0.6494376660752383,0.49586776859504134
2,XGBoost,0.02,8,GradientBoosting,1.3070112914544205,1.143245945304168,0.7672906199583667,0.48760330578512395
2,XGBoost,0.02,8,RandomForest,1.3590504984513714,1.1657832124590624,0.7687184456838804,0.49586776859504134
2,XGBoost,0.02,8,XGBoost,1.5011633268023867,1.2252197055232121,0.8378259211240797,0.49586776859504134
2,XGBoost,0.02,8,LightGBM,1.9515228126302886,1.3969691523545853,0.8863054750061197,0.512396694214876
2,XGBoost,0.02,8,Ensemble_Avg,0.8341739969308491,0.9133312635242753,0.6304400029431351,0.4462809917355372
2,XGBoost,0.02,8,Ensemble_Weighted,0.7625586141121438,0.8732460215266622,0.6117768983904834,0.45454545454545453
2,XGBoost,0.02,8,Avg(MLP+Linear),0.5512560490839193,0.7424661938997084,0.5230554274818824,0.47107438016528924
2,XGBoost,0.02,8,Avg(top3),0.5802768981345012,0.7617590814256836,0.5366556059178773,0.4380165289256198
2,RandomForest,0.001,91,Lasso,0.6225780190750784,0.7890361329337703,0.5559478672073777,0.5206611570247934
2,RandomForest,0.001,91,GradientBoosting,1.2498525915585805,1.117968063747163,0.694166386102113,0.5454545454545454
2,RandomForest,0.001,91,MLP,1.3373587463031849,1.1564422797110043,0.8214060770110987,0.4380165289256198
2,RandomForest,0.001,91,RandomForest,1.4023241597098366,1.18419768607688,0.7544746269568935,0.5289256198347108
2,RandomForest,0.001,91,LightGBM,1.4140839609942513,1.1891526230868144,0.8029970845877175,0.5619834710743802
2,RandomForest,0.001,91,Ridge,1.5645348200893612,1.2508136632166125,0.9152276055131833,0.5702479338842975
2,RandomForest,0.001,91,XGBoost,1.5648826594235916,1.2509527007139765,0.8254860149913757,0.5206611570247934
2,RandomForest,0.001,91,Linear,4.094353914069448,2.0234509912694816,1.3611336963294856,0.5785123966942148
2,RandomForest,0.001,91,Ensemble_Avg,1.0795694078014897,1.0390232951197436,0.6598804772567342,0.5619834710743802
2,RandomForest,0.001,91,Ensemble_Weighted,0.9585517445106825,0.9790565583819366,0.6283309791563653,0.5371900826446281
2,RandomForest,0.001,91,Avg(Lasso+GradientBoosting),0.8316949840884276,0.9119731268455379,0.5941829341863202,0.5289256198347108
2,RandomForest,0.001,91,Avg(top3),0.6265732857199521,0.7915638228974036,0.5060514052616908,0.5702479338842975
2,RandomForest,0.002,45,Lasso,0.791353674489823,0.8895806171954417,0.6068468226055675,0.5454545454545454
2,RandomForest,0.002,45,Ridge,1.2102678518138257,1.100121744087365,0.7896115056658772,0.5537190082644629
2,RandomForest,0.002,45,LightGBM,1.2578255459495267,1.1215282189715632,0.7367351090677046,0.5702479338842975
2,RandomForest,0.002,45,GradientBoosting,1.2886060770936687,1.1351678629584563,0.7260561813786236,0.5619834710743802
2,RandomForest,0.002,45,XGBoost,1.392991218616478,1.1802504897759958,0.798004196411422,0.5371900826446281
2,RandomForest,0.002,45,Linear,1.3955466827872907,1.1813325877107135,0.8982561563478867,0.5206611570247934
2,RandomForest,0.002,45,RandomForest,1.423468947291958,1.193092178874691,0.7790991143333699,0.5289256198347108
2,RandomForest,0.002,45,MLP,1.776615817307966,1.3328975269344474,0.9145255364169996,0.4380165289256198
2,RandomForest,0.002,45,Ensemble_Avg,0.7831788103390724,0.8849739037616151,0.5826467100104948,0.5289256198347108
2,RandomForest,0.002,45,Ensemble_Weighted,0.7998634091853986,0.8943508311537472,0.5906458072040771,0.5371900826446281
2,RandomForest,0.002,45,Avg(Lasso+Ridge),0.9269158731947277,0.9627647029231637,0.6772720557651013,0.5206611570247934
2,RandomForest,0.002,45,Avg(top3),0.9094093804729889,0.9536295824233794,0.6386531385751177,0.5454545454545454
2,RandomForest,0.005,17,MLP,0.6738668030712361,0.8208939048812801,0.6551642103829793,0.512396694214876
2,RandomForest,0.005,17,Ridge,0.8123600737982398,0.9013101984323931,0.6039137699757406,0.5619834710743802
2,RandomForest,0.005,17,Lasso,0.8139143534833906,0.9021720198960897,0.5911116107312357,0.5454545454545454
2,RandomForest,0.005,17,Linear,0.8185089880900828,0.9047148656289907,0.6017122757768424,0.5537190082644629
2,RandomForest,0.005,17,XGBoost,1.2726061073491186,1.128098447543085,0.7467760183903803,0.49586776859504134
2,RandomForest,0.005,17,GradientBoosting,1.4809839002698415,1.2169568193941154,0.7679804720547287,0.5206611570247934
2,RandomForest,0.005,17,LightGBM,1.4878265256517866,1.219764946885992,0.8083445707345249,0.5454545454545454
2,RandomForest,0.005,17,RandomForest,1.5064843824939709,1.2273892546759446,0.8173890398778684,0.5041322314049587
2,RandomForest,0.005,17,Ensemble_Avg,0.8709425409328428,0.9332430235114768,0.6191516713489119,0.5289256198347108
2,RandomForest,0.005,17,Ensemble_Weighted,0.804979940915128,0.8972067436857171,0.5992543040684366,0.5454545454545454
2,RandomForest,0.005,17,Avg(MLP+Ridge),0.5210449041879277,0.7218344021920317,0.5456467039661917,0.5785123966942148
2,RandomForest,0.005,17,Avg(top3),0.565570520668642,0.7520442278673788,0.5416398530384151,0.5785123966942148
2,RandomForest,0.01,6,Linear,0.7228520122926981,0.8502070408392877,0.5821759695351759,0.5041322314049587
2,RandomForest,0.01,6,Ridge,0.7355994389920996,0.8576709386426122,0.5846882882335284,0.48760330578512395
2,RandomForest,0.01,6,MLP,0.7529693003574633,0.8677380367123844,0.6163007545220214,0.5206611570247934
2,RandomForest,0.01,6,Lasso,0.7976365587201596,0.8931050099065393,0.5974029104768488,0.4793388429752066
2,RandomForest,0.01,6,GradientBoosting,1.0795155983729943,1.0389974005612306,0.6892567610769673,0.47107438016528924
2,RandomForest,0.01,6,RandomForest,1.2850036088705148,1.133579996678891,0.7495247164621445,0.47107438016528924
2,RandomForest,0.01,6,XGBoost,1.6349669331239565,1.2786582550173273,0.8531548961226094,0.49586776859504134
2,RandomForest,0.01,6,LightGBM,1.9282862966188807,1.3886274866280304,0.9210425642798727,0.4793388429752066
2,RandomForest,0.01,6,Ensemble_Avg,0.9266218325891065,0.9626119844408267,0.6457360707922513,0.5206611570247934
2,RandomForest,0.01,6,Ensemble_Weighted,0.863080340916965,0.9290211735568598,0.6268928639431268,0.48760330578512395
2,RandomForest,0.01,6,Avg(Linear+Ridge),0.7291237303551219,0.8538874225301143,0.5834001602112789,0.48760330578512395
2,RandomForest,0.01,6,Avg(top3),0.6743091110882773,0.8211632670110599,0.5806446112750575,0.4793388429752066
2,RandomForest,0.02,4,MLP,0.54084985399357,0.7354249478998995,0.5538025966249025,0.5206611570247934
2,RandomForest,0.02,4,Linear,0.7369716780344983,0.8584705458165109,0.5837438433124089,0.48760330578512395
2,RandomForest,0.02,4,Ridge,0.7432619438647026,0.8621264082863386,0.585396892873438,0.48760330578512395
2,RandomForest,0.02,4,Lasso,0.7860398618125313,0.8865888910947008,0.595842222637867,0.47107438016528924
2,RandomForest,0.02,4,RandomForest,1.1284660684094403,1.0622928355257981,0.7138541926609133,0.48760330578512395
2,RandomForest,0.02,4,XGBoost,1.146804999186622,1.0708898165481928,0.7231688267914043,0.5206611570247934
2,RandomForest,0.02,4,GradientBoosting,1.1647742113148274,1.079247057589145,0.7237938618975268,0.5371900826446281
2,RandomForest,0.02,4,LightGBM,1.7931051009958343,1.3390687439395463,0.8946592388775134,0.48760330578512395
2,RandomForest,0.02,4,Ensemble_Avg,0.8340112283262701,0.9132421520748317,0.628728005359086,0.5206611570247934
2,RandomForest,0.02,4,Ensemble_Weighted,0.7736958841514006,0.8795998431965529,0.60994172078238,0.5289256198347108
2,RandomForest,0.02,4,Avg(MLP+Linear),0.5324674726290718,0.7297036882386383,0.5358406754886671,0.5206611570247934
2,RandomForest,0.02,4,Avg(top3),0.5792551407429671,0.7610881294192987,0.5456871676255828,0.49586776859504134
3,Lasso,0.001,17,LightGBM,1.989899161648335,1.410637856307683,0.9762848311077627,0.5583333333333333
3,Lasso,0.001,17,GradientBoosting,1.9988662881582335,1.4138126778884936,0.9825154766543992,0.5583333333333333
3,Lasso,0.001,17,Lasso,2.0547473570645325,1.4334389966317131,0.9648588052493645,0.5583333333333333
3,Lasso,0.001,17,XGBoost,2.242905496085447,1.4976332982694551,1.014426115279033,0.5833333333333334
3,Lasso,0.001,17,RandomForest,2.3664486052457696,1.5383265600144105,1.0193479408547814,0.525
3,Lasso,0.001,17,Ridge,2.7978044179413497,1.6726638687857611,1.1347037458679003,0.5083333333333333
3,Lasso,0.001,17,Linear,2.828876554370151,1.6819264414266608,1.1397673169284757,0.5166666666666667
3,Lasso,0.001,17,MLP,4.735140481019945,2.176037794023795,1.2335132744347268,0.5333333333333333
3,Lasso,0.001,17,Ensemble_Avg,1.9179192265241019,1.3848896080641597,0.9419764388242488,0.5666666666666667
3,Lasso,0.001,17,Ensemble_Weighted,1.9193153549628783,1.3853935740297334,0.9463413349377671,0.5666666666666667
3,Lasso,0.001,17,Avg(LightGBM+GradientBoosting),1.946353624355094,1.3951177815349836,0.959788839242274,0.5583333333333333
3,Lasso,0.001,17,Avg(top3),1.8555642247502342,1.3621909648614743,0.9379034800354943,0.55
3,Lasso,0.002,17,LightGBM,1.989899161648335,1.410637856307683,0.9762848311077627,0.5583333333333333
3,Lasso,0.002,17,GradientBoosting,1.9988662881582335,1.4138126778884936,0.9825154766543992,0.5583333333333333
3,Lasso,0.002,17,Lasso,2.0547473570645325,1.4334389966317131,0.9648588052493645,0.5583333333333333
3,Lasso,0.002,17,XGBoost,2.242905496085447,1.4976332982694551,1.014426115279033,0.5833333333333334
3,Lasso,0.002,17,RandomForest,2.366448605245769,1.5383265600144103,1.0193479408547814,0.525
3,Lasso,0.002,17,Ridge,2.7978044179413497,1.6726638687857611,1.1347037458679003,0.5083333333333333
3,Lasso,0.002,17,Linear,2.828876554370151,1.6819264414266608,1.1397673169284757,0.5166666666666667
3,Lasso,0.002,17,MLP,4.735140481019945,2.176037794023795,1.2335132744347268,0.5333333333333333
3,Lasso,0.002,17,Ensemble_Avg,1.9179192265241019,1.3848896080641597,0.9419764388242488,0.5666666666666667
3,Lasso,0.002,17,Ensemble_Weighted,1.9193153549628783,1.3853935740297334,0.9463413349377671,0.5666666666666667
3,Lasso,0.002,17,Avg(LightGBM+GradientBoosting),1.946353624355094,1.3951177815349836,0.959788839242274,0.5583333333333333
3,Lasso,0.002,17,Avg(top3),1.8555642247502342,1.3621909648614743,0.9379034800354943,0.55
3,Lasso,0.005,17,LightGBM,1.989899161648335,1.410637856307683,0.9762848311077627,0.5583333333333333
3,Lasso,0.005,17,GradientBoosting,1.9988662881582335,1.4138126778884936,0.9825154766543992,0.5583333333333333
3,Lasso,0.005,17,Lasso,2.0547473570645325,1.4334389966317131,0.9648588052493645,0.5583333333333333
3,Lasso,0.005,17,XGBoost,2.242905496085447,1.4976332982694551,1.014426115279033,0.5833333333333334
3,Lasso,0.005,17,RandomForest,2.366448605245769,1.5383265600144103,1.0193479408547812,0.525
3,Lasso,0.005,17,Ridge,2.7978044179413497,1.6726638687857611,1.1347037458679003,0.5083333333333333
3,Lasso,0.005,17,Linear,2.828876554370151,1.6819264414266608,1.1397673169284757,0.5166666666666667
3,Lasso,0.005,17,MLP,4.735140481019945,2.176037794023795,1.2335132744347268,0.5333333333333333
3,Lasso,0.005,17,Ensemble_Avg,1.9179192265241019,1.3848896080641597,0.9419764388242488,0.5666666666666667
3,Lasso,0.005,17,Ensemble_Weighted,1.9193153549628783,1.3853935740297334,0.9463413349377671,0.5666666666666667
3,Lasso,0.005,17,Avg(LightGBM+GradientBoosting),1.946353624355094,1.3951177815349836,0.959788839242274,0.5583333333333333
3,Lasso,0.005,17,Avg(top3),1.8555642247502342,1.3621909648614743,0.9379034800354943,0.55
3,Lasso,0.01,14,GradientBoosting,1.830799942044107,1.3530705606301938,0.9182876333440072,0.5583333333333333
3,Lasso,0.01,14,LightGBM,1.894241242850747,1.3763143691943156,0.9274581951919836,0.5666666666666667
3,Lasso,0.01,14,Linear,1.905721115518992,1.380478582057321,0.9576870616920186,0.5666666666666667
3,Lasso,0.01,14,Ridge,1.9136000793369121,1.3833293459393219,0.9566571633433059,0.5666666666666667
3,Lasso,0.01,14,Lasso,2.050151745966165,1.431835097337038,0.9576073062959468,0.5583333333333333
3,Lasso,0.01,14,XGBoost,2.060520121873437,1.4354511910453231,0.9583419263448263,0.6166666666666667
3,Lasso,0.01,14,RandomForest,2.255919351536429,1.5019718211525903,0.9857930475082539,0.5083333333333333
3,Lasso,0.01,14,MLP,2.9001986713651062,1.7029969675149472,1.0319665874009583,0.55
3,Lasso,0.01,14,Ensemble_Avg,1.6577748641537937,1.2875460629250488,0.8594580050520981,0.575
3,Lasso,0.01,14,Ensemble_Weighted,1.6670189456518718,1.2911308785912727,0.8640564947316798,0.575
3,Lasso,0.01,14,Avg(GradientBoosting+LightGBM),1.8009241838769103,1.341985165296886,0.8960089013449484,0.575
3,Lasso,0.01,14,Avg(top3),1.6694543918874287,1.2920736789701386,0.8867375298645175,0.5583333333333333
3,Lasso,0.02,14,GradientBoosting,1.830799942044107,1.3530705606301938,0.9182876333440072,0.5583333333333333
3,Lasso,0.02,14,LightGBM,1.894241242850747,1.3763143691943156,0.9274581951919836,0.5666666666666667
3,Lasso,0.02,14,Linear,1.905721115518992,1.380478582057321,0.9576870616920186,0.5666666666666667
3,Lasso,0.02,14,Ridge,1.9136000793369121,1.3833293459393219,0.9566571633433059,0.5666666666666667
3,Lasso,0.02,14,Lasso,2.050151745966165,1.431835097337038,0.9576073062959468,0.5583333333333333
3,Lasso,0.02,14,XGBoost,2.060520121873437,1.4354511910453231,0.9583419263448263,0.6166666666666667
3,Lasso,0.02,14,RandomForest,2.255919351536429,1.5019718211525903,0.9857930475082539,0.5083333333333333
3,Lasso,0.02,14,MLP,2.9001986713651062,1.7029969675149472,1.0319665874009583,0.55
3,Lasso,0.02,14,Ensemble_Avg,1.6577748641537933,1.2875460629250486,0.8594580050520981,0.575
3,Lasso,0.02,14,Ensemble_Weighted,1.6670189456518725,1.291130878591273,0.8640564947316798,0.575
3,Lasso,0.02,14,Avg(GradientBoosting+LightGBM),1.8009241838769103,1.341985165296886,0.8960089013449484,0.575
3,Lasso,0.02,14,Avg(top3),1.6694543918874287,1.2920736789701386,0.8867375298645175,0.5583333333333333
3,XGBoost,0.001,66,MLP,0.8868592322091413,0.9417320384319211,0.7017086267487971,0.49166666666666664
3,XGBoost,0.001,66,LightGBM,1.4400487138162157,1.2000202972517655,0.7424126905399813,0.5666666666666667
3,XGBoost,0.001,66,Lasso,1.5832830580234325,1.258285761670787,0.8157121158137673,0.5083333333333333
3,XGBoost,0.001,66,RandomForest,1.7665245325258225,1.3291066670985525,0.8796944105796096,0.5666666666666667
3,XGBoost,0.001,66,GradientBoosting,1.986926604029612,1.4095838407237833,0.8831909178660065,0.6
3,XGBoost,0.001,66,XGBoost,2.0610990874923774,1.4356528436541953,0.8887486455458825,0.5666666666666667
3,XGBoost,0.001,66,Ridge,2.2437068554704678,1.4979008162994196,1.131655721372823,0.5583333333333333
3,XGBoost,0.001,66,Linear,3.4718897694196547,1.8633007726665212,1.3793227431991248,0.5583333333333333
3,XGBoost,0.001,66,Ensemble_Avg,1.4030672057823732,1.1845113784942605,0.7478822106578692,0.55
3,XGBoost,0.001,66,Ensemble_Weighted,1.3037430295239136,1.1418156723061361,0.7122891667320026,0.5833333333333334
3,XGBoost,0.001,66,Avg(MLP+LightGBM),0.910460462491336,0.9541805188177633,0.6306559084578436,0.55
3,XGBoost,0.001,66,Avg(top3),1.0162571516945136,1.0080958048194197,0.652952016048395,0.5666666666666667
3,XGBoost,0.002,49,MLP,1.2369902592909183,1.1122006380554357,0.797364536690166,0.5083333333333333
3,XGBoost,0.002,49,XGBoost,1.536290638053584,1.239471919025834,0.78034606746017,0.55
3,XGBoost,0.002,49,LightGBM,1.6678007300188733,1.2914335948932385,0.8032717688052156,0.5666666666666667
3,XGBoost,0.002,49,Lasso,1.6836411174700996,1.2975519710092924,0.8647632495734137,0.5333333333333333
3,XGBoost,0.002,49,GradientBoosting,1.821508485246935,1.3496327223533575,0.8556403559650203,0.5583333333333333
3,XGBoost,0.002,49,RandomForest,1.9198339212128201,1.3855807162387979,0.9432085806592531,0.5416666666666666
3,XGBoost,0.002,49,Ridge,2.025278125920162,1.4231226672076311,1.0608196278034248,0.575
3,XGBoost,0.002,49,Linear,3.0788323030584825,1.7546601673995117,1.2341335923152967,0.5666666666666667
3,XGBoost,0.002,49,Ensemble_Avg,1.3616599054483354,1.1669018405368703,0.7170259849644866,0.6
3,XGBoost,0.002,49,Ensemble_Weighted,1.3012597421895142,1.1407277248272325,0.6981176694986188,0.6
3,XGBoost,0.002,49,Avg(MLP+XGBoost),0.9780143271166726,0.9889460688615292,0.6192258166861367,0.5666666666666667
3,XGBoost,0.002,49,Avg(top3),1.1242061723577106,1.060285891803579,0.6464232510534332,0.575
3,XGBoost,0.005,30,Ridge,1.0789392572070815,1.0387200090530082,0.7793253362649709,0.5333333333333333
3,XGBoost,0.005,30,Linear,1.1538163538308492,1.0741584398173527,0.7892377004315007,0.55
3,XGBoost,0.005,30,XGBoost,1.4992532641598588,1.2244399798111212,0.7717384118526811,0.55
3,XGBoost,0.005,30,Lasso,1.5059894540333292,1.227187619736008,0.8345135189572701,0.525
3,XGBoost,0.005,30,GradientBoosting,1.617043820888328,1.2716303790364274,0.8447490311545031,0.5666666666666667
3,XGBoost,0.005,30,LightGBM,1.6368817711479435,1.2794068044011426,0.8273357384506045,0.5
3,XGBoost,0.005,30,MLP,1.907758929184422,1.3812164671710303,0.9848681022008757,0.4666666666666667
3,XGBoost,0.005,30,RandomForest,1.963919677318599,1.4013991855708348,0.9583116004511372,0.5
3,XGBoost,0.005,30,Ensemble_Avg,1.0123411567381233,1.0061516569275843,0.6732807037156094,0.5416666666666666
3,XGBoost,0.005,30,Ensemble_Weighted,1.005359301732189,1.0026760701902628,0.6711420002722731,0.55
3,XGBoost,0.005,30,Avg(Ridge+Linear),1.1013360793822127,1.0494456057281925,0.7771095005915595,0.5583333333333333
3,XGBoost,0.005,30,Avg(top3),1.006350687345622,1.003170318214022,0.6877993258449892,0.5333333333333333
3,XGBoost,0.01,17,MLP,0.9011759112670901,0.9493028553981548,0.723695635023746,0.48333333333333334
3,XGBoost,0.01,17,Ridge,1.2662959509676937,1.1252981609190045,0.8429431597711713,0.5333333333333333
3,XGBoost,0.01,17,Linear,1.3004849952818838,1.1403880897667618,0.8756445886844655,0.5416666666666666
3,XGBoost,0.01,17,LightGBM,1.5101589573746406,1.228885249880818,0.8349660662618138,0.525
3,XGBoost,0.01,17,Lasso,1.5507581617441821,1.245294407657957,0.8321484360397556,0.5416666666666666
3,XGBoost,0.01,17,XGBoost,1.5831338769961336,1.2582264808038868,0.8028209905661563,0.5583333333333333
3,XGBoost,0.01,17,RandomForest,1.7130750816760136,1.308844941800217,0.8898635325504417,0.5083333333333333
3,XGBoost,0.01,17,GradientBoosting,1.9413656863840232,1.3933289943096796,0.9216907980630683,0.5166666666666667
3,XGBoost,0.01,17,Ensemble_Avg,1.0694987287245081,1.0341657162778644,0.7074584626252609,0.5416666666666666
3,XGBoost,0.01,17,Ensemble_Weighted,1.0202560297852952,1.010077239514531,0.6952426956839161,0.5333333333333333
3,XGBoost,0.01,17,Avg(MLP+Ridge),0.8185720791095257,0.9047497328596045,0.6690540002791786,0.5083333333333333
3,XGBoost,0.01,17,Avg(top3),0.91214080224005,0.955060627520604,0.700892039923157,0.5166666666666667
3,XGBoost,0.02,11,MLP,1.032314192362318,1.016028637569984,0.6903568919352312,0.4583333333333333
3,XGBoost,0.02,11,Ridge,1.3358296534698162,1.1557809712353877,0.8104639895572797,0.48333333333333334
3,XGBoost,0.02,11,Linear,1.3436346372750818,1.1591525513387277,0.8169727808124044,0.475
3,XGBoost,0.02,11,LightGBM,1.407185526821571,1.186248509723646,0.8296646032511874,0.49166666666666664
3,XGBoost,0.02,11,Lasso,1.507790309134618,1.2279211331085633,0.8277516395345019,0.45
3,XGBoost,0.02,11,RandomForest,1.6278906577142667,1.2758881838602734,0.8489336726453856,0.55
3,XGBoost,0.02,11,XGBoost,1.6510139119290392,1.2849178619386685,0.8356350572821797,0.5583333333333333
3,XGBoost,0.02,11,GradientBoosting,1.7482249270685366,1.3222045708091228,0.8768845806893768,0.5083333333333333
3,XGBoost,0.02,11,Ensemble_Avg,0.9482835285961758,0.9737985051314136,0.6661674702187218,0.5083333333333333
3,XGBoost,0.02,11,Ensemble_Weighted,0.9066015215508257,0.952156248496446,0.6539886196519903,0.5083333333333333
3,XGBoost,0.02,11,Avg(MLP+Ridge),0.7351221045552487,0.8573926198395043,0.5910864570263538,0.49166666666666664
3,XGBoost,0.02,11,Avg(top3),0.8391996151954745,0.9160783892197624,0.6387664752781465,0.49166666666666664
3,RandomForest,0.001,104,Lasso,1.2358957438343874,1.1117084796988765,0.7265107839833784,0.55
3,RandomForest,0.001,104,MLP,1.4522557967858352,1.2050957624960081,0.8612503102860181,0.475
3,RandomForest,0.001,104,LightGBM,1.5012101872525823,1.2252388286585527,0.7965307344837891,0.6
3,RandomForest,0.001,104,RandomForest,1.7695390636661497,1.3302402278032903,0.8537406731206137,0.5666666666666667
3,RandomForest,0.001,104,XGBoost,1.78899957723477,1.3375348882308715,0.86538756644756,0.5916666666666667
3,RandomForest,0.001,104,GradientBoosting,1.8996990757623198,1.3782957141928287,0.8696009413251305,0.575
3,RandomForest,0.001,104,Ridge,4.705169717106998,2.1691403175237416,1.4448348028508078,0.5333333333333333
3,RandomForest,0.001,104,Linear,8.558006003125197,2.925406980767838,1.9121899976159766,0.5416666666666666
