horizon,ranker,cutoff,n_feat,model,MSE,RMSE,MAE,DirAcc
1,Lasso,0.02,10,Ensemble_Avg,0.5804701652405714,0.7618859266586904,0.4791837582975945,0.6065573770491803
1,Lasso,0.02,10,Ensemble_Weighted,0.3969087958231577,0.6300069807733544,0.4150729536142919,0.6475409836065574
1,Lasso,0.02,10,Avg(Lasso+Linear),0.20081536890288373,0.44812427841267843,0.32455819180793294,0.6557377049180327
1,Lasso,0.02,10,Avg(top3),0.20865286979256553,0.45678536512520357,0.33339682988233743,0.6557377049180327
1,XGBoost,0.001,77,Lasso,0.18072549564220874,0.4251182137267336,0.2968756857518594,0.6311475409836066
1,XGBoost,0.001,77,Ridge,0.37889014225570694,0.6155405285240826,0.45505441914134875,0.6475409836065574
1,XGBoost,0.001,77,MLP,0.5123522195193535,0.7157878313574166,0.4691960689043356,0.6229508196721312
1,XGBoost,0.001,77,Linear,0.83006688099774,0.911080062891149,0.6158012226741462,0.680327868852459
1,XGBoost,0.001,77,LightGBM,0.8432784446412112,0.9183019354445525,0.57551147843483,0.6557377049180327
1,XGBoost,0.001,77,RandomForest,0.8823859611337592,0.9393540126777333,0.5592494653283219,0.6065573770491803
1,XGBoost,0.001,77,XGBoost,1.0159496015195504,1.007943253124674,0.6033653819949435,0.6311475409836066
1,XGBoost,0.001,77,GradientBoosting,1.1461638943634507,1.0705904419354073,0.6314082382540962,0.6065573770491803
1,XGBoost,0.001,77,Ensemble_Avg,0.4652355830321276,0.6820818008363275,0.43054784389896045,0.6557377049180327
1,XGBoost,0.001,77,Ensemble_Weighted,0.3754191159021029,0.6127145468340889,0.39786325377001996,0.6639344262295082
1,XGBoost,0.001,77,Avg(Lasso+Ridge),0.23822465540377635,0.48808263173747163,0.35823403706714724,0.6639344262295082
1,XGBoost,0.001,77,Avg(top3),0.19168202650146468,0.4378150597015419,0.32569145782211395,0.639344262295082
1,XGBoost,0.002,59,Lasso,0.1798086722466515,0.4240385268423749,0.29496016815357223,0.6311475409836066
1,XGBoost,0.002,59,Ridge,0.32300606496907214,0.568336225283126,0.4126146781696559,0.6967213114754098
1,XGBoost,0.002,59,Linear,0.600578877488482,0.7749702429696782,0.5171765051563627,0.7049180327868853
1,XGBoost,0.002,59,MLP,0.6347996549808024,0.7967431549632557,0.6148372122779793,0.4918032786885246
1,XGBoost,0.002,59,LightGBM,0.8273544471680904,0.9095902633428363,0.5758989105436991,0.6147540983606558
1,XGBoost,0.002,59,RandomForest,0.9006049303858772,0.9490020708016802,0.5660822228787895,0.5491803278688525
1,XGBoost,0.002,59,XGBoost,1.0078344534294046,1.0039095842900418,0.5978688219464475,0.5819672131147541
1,XGBoost,0.002,59,GradientBoosting,1.0232275084419735,1.0115470866163243,0.6020254648640183,0.6147540983606558
1,XGBoost,0.002,59,Ensemble_Avg,0.41395751077795895,0.6433952990020668,0.40788762997523603,0.6557377049180327
1,XGBoost,0.002,59,Ensemble_Weighted,0.34319429865882767,0.5858278746004049,0.37908583085445313,0.680327868852459
